student_id,job_id,student_name,job_title,match_score,n_matched,n_missing,matched_skills,missing_skills,guardrail_status,allow_payment
2,22,Student_002,Data Scientist,11.1,1,8,sql,"deep learning, machine learning, nlp, pandas, python, r, statistics, tableau",VERY_LOW_MATCH,False
2,23,Student_002,Backend Developer,0.0,0,6,,"docker, fastapi, git, postgresql, python, rest api",VERY_LOW_MATCH,False
2,24,Student_002,Data Scientist,11.1,1,8,sql,"deep learning, machine learning, nlp, pandas, python, r, statistics, tableau",VERY_LOW_MATCH,False
2,25,Student_002,NLP Engineer,22.2,2,7,"keras, tensorflow","deep learning, machine learning, nlp, numpy, pandas, python, rest api",VERY_LOW_MATCH,False
2,26,Student_002,Data Engineer,11.1,1,8,sql,"aws, docker, git, linux, mongodb, pandas, postgresql, python",VERY_LOW_MATCH,False
2,27,Student_002,ML Engineer,25.0,2,6,"sql, tensorflow","deep learning, docker, machine learning, python, scikit-learn, statistics",LOW_MATCH,False
2,28,Student_002,BI Developer,12.5,1,7,sql,"data visualization, excel, postgresql, power bi, python, statistics, tableau",VERY_LOW_MATCH,False
2,29,Student_002,Data Engineer,20.0,1,4,sql,"aws, docker, postgresql, python",VERY_LOW_MATCH,False
2,30,Student_002,ML Engineer,20.0,1,4,sql,"machine learning, python, scikit-learn, statistics",VERY_LOW_MATCH,False
2,31,Student_002,ML Engineer,16.7,1,5,sql,"docker, machine learning, python, scikit-learn, statistics",VERY_LOW_MATCH,False
2,32,Student_002,Backend Developer,0.0,0,8,,"aws, docker, flask, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
2,33,Student_002,ML Engineer,22.2,2,7,"sql, tensorflow","aws, deep learning, docker, machine learning, python, scikit-learn, statistics",VERY_LOW_MATCH,False
2,34,Student_002,Data Engineer,12.5,1,7,sql,"aws, docker, linux, mongodb, pandas, postgresql, python",VERY_LOW_MATCH,False
2,35,Student_002,Backend Developer,0.0,0,6,,"docker, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
2,36,Student_002,ML Engineer,25.0,2,6,"sql, tensorflow","deep learning, docker, machine learning, python, scikit-learn, statistics",LOW_MATCH,False
2,37,Student_002,Data Analyst,14.3,1,6,sql,"data visualization, excel, pandas, power bi, python, statistics",VERY_LOW_MATCH,False
2,38,Student_002,Data Engineer,20.0,1,4,sql,"aws, docker, postgresql, python",VERY_LOW_MATCH,False
2,39,Student_002,BI Developer,14.3,1,6,sql,"data visualization, excel, power bi, python, statistics, tableau",VERY_LOW_MATCH,False
2,40,Student_002,NLP Engineer,20.0,1,4,tensorflow,"deep learning, machine learning, nlp, python",VERY_LOW_MATCH,False
3,1,Student_003,Research Analyst,28.6,2,5,"python, statistics","data visualization, excel, machine learning, r, sql",LOW_MATCH,False
3,2,Student_003,BI Developer,33.3,2,4,"power bi, statistics","data visualization, excel, sql, tableau",LOW_MATCH,False
3,3,Student_003,Data Analyst,42.9,3,4,"power bi, python, statistics","data visualization, excel, sql, tableau",LOW_MATCH,False
3,4,Student_003,Data Scientist,40.0,2,3,"python, statistics","machine learning, pandas, sql",LOW_MATCH,False
3,5,Student_003,Data Engineer,66.7,4,2,"aws, docker, postgresql, python","pandas, sql",MODERATE_MATCH,True
3,6,Student_003,Backend Developer,77.8,7,2,"aws, docker, fastapi, flask, mongodb, postgresql, python","git, rest api",GOOD_MATCH,True
3,7,Student_003,Backend Developer,60.0,3,2,"docker, postgresql, python","git, rest api",MODERATE_MATCH,True
3,8,Student_003,Data Scientist,33.3,2,4,"python, statistics","machine learning, pandas, sql, tableau",LOW_MATCH,False
3,9,Student_003,Backend Developer,60.0,3,2,"docker, postgresql, python","git, rest api",MODERATE_MATCH,True
3,10,Student_003,BI Developer,20.0,1,4,power bi,"data visualization, excel, sql, tableau",VERY_LOW_MATCH,False
3,11,Student_003,BI Developer,50.0,4,4,"postgresql, power bi, python, statistics","data visualization, excel, sql, tableau",MODERATE_MATCH,True
3,12,Student_003,Data Analyst,42.9,3,4,"power bi, python, statistics","data visualization, excel, pandas, sql",LOW_MATCH,False
3,13,Student_003,Research Analyst,28.6,2,5,"python, statistics","data visualization, excel, pandas, r, sql",LOW_MATCH,False
3,14,Student_003,Data Analyst,42.9,3,4,"power bi, python, statistics","data visualization, excel, sql, tableau",LOW_MATCH,False
3,15,Student_003,Data Scientist,25.0,2,6,"python, statistics","machine learning, nlp, pandas, r, sql, tableau",LOW_MATCH,False
3,16,Student_003,Data Scientist,25.0,2,6,"python, statistics","deep learning, machine learning, nlp, pandas, r, sql",LOW_MATCH,False
3,17,Student_003,Data Analyst,42.9,3,4,"power bi, python, statistics","data visualization, excel, sql, tableau",LOW_MATCH,False
3,18,Student_003,Backend Developer,60.0,3,2,"docker, postgresql, python","git, rest api",MODERATE_MATCH,True
3,19,Student_003,Backend Developer,60.0,3,2,"docker, postgresql, python","git, rest api",MODERATE_MATCH,True
3,20,Student_003,ML Engineer,50.0,4,4,"aws, docker, python, statistics","deep learning, machine learning, scikit-learn, sql",MODERATE_MATCH,True
3,21,Student_003,Data Analyst,40.0,2,3,"power bi, statistics","data visualization, excel, sql",LOW_MATCH,False
3,22,Student_003,Data Scientist,22.2,2,7,"python, statistics","deep learning, machine learning, nlp, pandas, r, sql, tableau",VERY_LOW_MATCH,False
3,23,Student_003,Backend Developer,66.7,4,2,"docker, fastapi, postgresql, python","git, rest api",MODERATE_MATCH,True
3,24,Student_003,Data Scientist,22.2,2,7,"python, statistics","deep learning, machine learning, nlp, pandas, r, sql, tableau",VERY_LOW_MATCH,False
3,25,Student_003,NLP Engineer,33.3,3,6,"keras, python, tensorflow","deep learning, machine learning, nlp, numpy, pandas, rest api",LOW_MATCH,False
3,26,Student_003,Data Engineer,55.6,5,4,"aws, docker, mongodb, postgresql, python","git, linux, pandas, sql",MODERATE_MATCH,True
3,27,Student_003,ML Engineer,50.0,4,4,"docker, python, statistics, tensorflow","deep learning, machine learning, scikit-learn, sql",MODERATE_MATCH,True
3,28,Student_003,BI Developer,50.0,4,4,"postgresql, power bi, python, statistics","data visualization, excel, sql, tableau",MODERATE_MATCH,True
3,29,Student_003,Data Engineer,80.0,4,1,"aws, docker, postgresql, python",sql,GOOD_MATCH,True
3,30,Student_003,ML Engineer,40.0,2,3,"python, statistics","machine learning, scikit-learn, sql",LOW_MATCH,False
3,31,Student_003,ML Engineer,50.0,3,3,"docker, python, statistics","machine learning, scikit-learn, sql",MODERATE_MATCH,True
3,32,Student_003,Backend Developer,75.0,6,2,"aws, docker, flask, mongodb, postgresql, python","git, rest api",GOOD_MATCH,True
3,33,Student_003,ML Engineer,55.6,5,4,"aws, docker, python, statistics, tensorflow","deep learning, machine learning, scikit-learn, sql",MODERATE_MATCH,True
3,34,Student_003,Data Engineer,62.5,5,3,"aws, docker, mongodb, postgresql, python","linux, pandas, sql",MODERATE_MATCH,True
3,35,Student_003,Backend Developer,66.7,4,2,"docker, mongodb, postgresql, python","git, rest api",MODERATE_MATCH,True
3,36,Student_003,ML Engineer,50.0,4,4,"docker, python, statistics, tensorflow","deep learning, machine learning, scikit-learn, sql",MODERATE_MATCH,True
3,37,Student_003,Data Analyst,42.9,3,4,"power bi, python, statistics","data visualization, excel, pandas, sql",LOW_MATCH,False
3,38,Student_003,Data Engineer,80.0,4,1,"aws, docker, postgresql, python",sql,GOOD_MATCH,True
3,39,Student_003,BI Developer,42.9,3,4,"power bi, python, statistics","data visualization, excel, sql, tableau",LOW_MATCH,False
3,40,Student_003,NLP Engineer,40.0,2,3,"python, tensorflow","deep learning, machine learning, nlp",LOW_MATCH,False
4,1,Student_004,Research Analyst,0.0,0,7,,"data visualization, excel, machine learning, python, r, sql, statistics",VERY_LOW_MATCH,False
4,2,Student_004,BI Developer,33.3,2,4,"power bi, tableau","data visualization, excel, sql, statistics",LOW_MATCH,False
4,3,Student_004,Data Analyst,28.6,2,5,"power bi, tableau","data visualization, excel, python, sql, statistics",LOW_MATCH,False
4,4,Student_004,Data Scientist,0.0,0,5,,"machine learning, pandas, python, sql, statistics",VERY_LOW_MATCH,False
4,5,Student_004,Data Engineer,0.0,0,6,,"aws, docker, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
4,6,Student_004,Backend Developer,11.1,1,8,flask,"aws, docker, fastapi, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
4,7,Student_004,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
4,8,Student_004,Data Scientist,16.7,1,5,tableau,"machine learning, pandas, python, sql, statistics",VERY_LOW_MATCH,False
4,9,Student_004,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
4,10,Student_004,BI Developer,40.0,2,3,"power bi, tableau","data visualization, excel, sql",LOW_MATCH,False
4,11,Student_004,BI Developer,25.0,2,6,"power bi, tableau","data visualization, excel, postgresql, python, sql, statistics",LOW_MATCH,False
4,12,Student_004,Data Analyst,14.3,1,6,power bi,"data visualization, excel, pandas, python, sql, statistics",VERY_LOW_MATCH,False
4,13,Student_004,Research Analyst,0.0,0,7,,"data visualization, excel, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
4,14,Student_004,Data Analyst,28.6,2,5,"power bi, tableau","data visualization, excel, python, sql, statistics",LOW_MATCH,False
4,15,Student_004,Data Scientist,12.5,1,7,tableau,"machine learning, nlp, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
4,16,Student_004,Data Scientist,12.5,1,7,deep learning,"machine learning, nlp, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
4,17,Student_004,Data Analyst,28.6,2,5,"power bi, tableau","data visualization, excel, python, sql, statistics",LOW_MATCH,False
4,18,Student_004,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
4,19,Student_004,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
4,20,Student_004,ML Engineer,12.5,1,7,deep learning,"aws, docker, machine learning, python, scikit-learn, sql, statistics",VERY_LOW_MATCH,False
4,21,Student_004,Data Analyst,20.0,1,4,power bi,"data visualization, excel, sql, statistics",VERY_LOW_MATCH,False
4,22,Student_004,Data Scientist,22.2,2,7,"deep learning, tableau","machine learning, nlp, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
4,23,Student_004,Backend Developer,0.0,0,6,,"docker, fastapi, git, postgresql, python, rest api",VERY_LOW_MATCH,False
4,24,Student_004,Data Scientist,22.2,2,7,"deep learning, tableau","machine learning, nlp, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
4,25,Student_004,NLP Engineer,22.2,2,7,"deep learning, numpy","keras, machine learning, nlp, pandas, python, rest api, tensorflow",VERY_LOW_MATCH,False
4,26,Student_004,Data Engineer,11.1,1,8,linux,"aws, docker, git, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
4,27,Student_004,ML Engineer,12.5,1,7,deep learning,"docker, machine learning, python, scikit-learn, sql, statistics, tensorflow",VERY_LOW_MATCH,False
4,28,Student_004,BI Developer,25.0,2,6,"power bi, tableau","data visualization, excel, postgresql, python, sql, statistics",LOW_MATCH,False
4,29,Student_004,Data Engineer,0.0,0,5,,"aws, docker, postgresql, python, sql",VERY_LOW_MATCH,False
4,30,Student_004,ML Engineer,0.0,0,5,,"machine learning, python, scikit-learn, sql, statistics",VERY_LOW_MATCH,False
4,31,Student_004,ML Engineer,0.0,0,6,,"docker, machine learning, python, scikit-learn, sql, statistics",VERY_LOW_MATCH,False
4,32,Student_004,Backend Developer,12.5,1,7,flask,"aws, docker, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
4,33,Student_004,ML Engineer,11.1,1,8,deep learning,"aws, docker, machine learning, python, scikit-learn, sql, statistics, tensorflow",VERY_LOW_MATCH,False
4,34,Student_004,Data Engineer,12.5,1,7,linux,"aws, docker, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
4,35,Student_004,Backend Developer,0.0,0,6,,"docker, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
4,36,Student_004,ML Engineer,12.5,1,7,deep learning,"docker, machine learning, python, scikit-learn, sql, statistics, tensorflow",VERY_LOW_MATCH,False
4,37,Student_004,Data Analyst,14.3,1,6,power bi,"data visualization, excel, pandas, python, sql, statistics",VERY_LOW_MATCH,False
4,38,Student_004,Data Engineer,0.0,0,5,,"aws, docker, postgresql, python, sql",VERY_LOW_MATCH,False
4,39,Student_004,BI Developer,28.6,2,5,"power bi, tableau","data visualization, excel, python, sql, statistics",LOW_MATCH,False
4,40,Student_004,NLP Engineer,20.0,1,4,deep learning,"machine learning, nlp, python, tensorflow",VERY_LOW_MATCH,False
5,1,Student_005,Research Analyst,42.9,3,4,"data visualization, excel, machine learning","python, r, sql, statistics",LOW_MATCH,False
5,2,Student_005,BI Developer,33.3,2,4,"data visualization, excel","power bi, sql, statistics, tableau",LOW_MATCH,False
5,3,Student_005,Data Analyst,28.6,2,5,"data visualization, excel","power bi, python, sql, statistics, tableau",LOW_MATCH,False
5,4,Student_005,Data Scientist,20.0,1,4,machine learning,"pandas, python, sql, statistics",VERY_LOW_MATCH,False
5,5,Student_005,Data Engineer,0.0,0,6,,"aws, docker, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
5,6,Student_005,Backend Developer,11.1,1,8,flask,"aws, docker, fastapi, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
5,7,Student_005,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
5,8,Student_005,Data Scientist,16.7,1,5,machine learning,"pandas, python, sql, statistics, tableau",VERY_LOW_MATCH,False
5,9,Student_005,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
5,10,Student_005,BI Developer,40.0,2,3,"data visualization, excel","power bi, sql, tableau",LOW_MATCH,False
5,11,Student_005,BI Developer,25.0,2,6,"data visualization, excel","postgresql, power bi, python, sql, statistics, tableau",LOW_MATCH,False
5,12,Student_005,Data Analyst,28.6,2,5,"data visualization, excel","pandas, power bi, python, sql, statistics",LOW_MATCH,False
5,13,Student_005,Research Analyst,28.6,2,5,"data visualization, excel","pandas, python, r, sql, statistics",LOW_MATCH,False
5,14,Student_005,Data Analyst,28.6,2,5,"data visualization, excel","power bi, python, sql, statistics, tableau",LOW_MATCH,False
5,15,Student_005,Data Scientist,12.5,1,7,machine learning,"nlp, pandas, python, r, sql, statistics, tableau",VERY_LOW_MATCH,False
5,16,Student_005,Data Scientist,12.5,1,7,machine learning,"deep learning, nlp, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
5,17,Student_005,Data Analyst,28.6,2,5,"data visualization, excel","power bi, python, sql, statistics, tableau",LOW_MATCH,False
5,18,Student_005,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
5,19,Student_005,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
5,20,Student_005,ML Engineer,12.5,1,7,machine learning,"aws, deep learning, docker, python, scikit-learn, sql, statistics",VERY_LOW_MATCH,False
5,21,Student_005,Data Analyst,40.0,2,3,"data visualization, excel","power bi, sql, statistics",LOW_MATCH,False
5,22,Student_005,Data Scientist,11.1,1,8,machine learning,"deep learning, nlp, pandas, python, r, sql, statistics, tableau",VERY_LOW_MATCH,False
5,23,Student_005,Backend Developer,0.0,0,6,,"docker, fastapi, git, postgresql, python, rest api",VERY_LOW_MATCH,False
5,24,Student_005,Data Scientist,11.1,1,8,machine learning,"deep learning, nlp, pandas, python, r, sql, statistics, tableau",VERY_LOW_MATCH,False
5,25,Student_005,NLP Engineer,11.1,1,8,machine learning,"deep learning, keras, nlp, numpy, pandas, python, rest api, tensorflow",VERY_LOW_MATCH,False
5,26,Student_005,Data Engineer,0.0,0,9,,"aws, docker, git, linux, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
5,27,Student_005,ML Engineer,12.5,1,7,machine learning,"deep learning, docker, python, scikit-learn, sql, statistics, tensorflow",VERY_LOW_MATCH,False
5,28,Student_005,BI Developer,25.0,2,6,"data visualization, excel","postgresql, power bi, python, sql, statistics, tableau",LOW_MATCH,False
5,29,Student_005,Data Engineer,0.0,0,5,,"aws, docker, postgresql, python, sql",VERY_LOW_MATCH,False
5,30,Student_005,ML Engineer,20.0,1,4,machine learning,"python, scikit-learn, sql, statistics",VERY_LOW_MATCH,False
5,31,Student_005,ML Engineer,16.7,1,5,machine learning,"docker, python, scikit-learn, sql, statistics",VERY_LOW_MATCH,False
5,32,Student_005,Backend Developer,12.5,1,7,flask,"aws, docker, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
5,33,Student_005,ML Engineer,11.1,1,8,machine learning,"aws, deep learning, docker, python, scikit-learn, sql, statistics, tensorflow",VERY_LOW_MATCH,False
5,34,Student_005,Data Engineer,0.0,0,8,,"aws, docker, linux, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
5,35,Student_005,Backend Developer,0.0,0,6,,"docker, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
5,36,Student_005,ML Engineer,12.5,1,7,machine learning,"deep learning, docker, python, scikit-learn, sql, statistics, tensorflow",VERY_LOW_MATCH,False
5,37,Student_005,Data Analyst,28.6,2,5,"data visualization, excel","pandas, power bi, python, sql, statistics",LOW_MATCH,False
5,38,Student_005,Data Engineer,0.0,0,5,,"aws, docker, postgresql, python, sql",VERY_LOW_MATCH,False
5,39,Student_005,BI Developer,28.6,2,5,"data visualization, excel","power bi, python, sql, statistics, tableau",LOW_MATCH,False
5,40,Student_005,NLP Engineer,20.0,1,4,machine learning,"deep learning, nlp, python, tensorflow",VERY_LOW_MATCH,False
6,1,Student_006,Research Analyst,28.6,2,5,"data visualization, machine learning","excel, python, r, sql, statistics",LOW_MATCH,False
6,2,Student_006,BI Developer,16.7,1,5,data visualization,"excel, power bi, sql, statistics, tableau",VERY_LOW_MATCH,False
6,3,Student_006,Data Analyst,14.3,1,6,data visualization,"excel, power bi, python, sql, statistics, tableau",VERY_LOW_MATCH,False
6,4,Student_006,Data Scientist,20.0,1,4,machine learning,"pandas, python, sql, statistics",VERY_LOW_MATCH,False
6,5,Student_006,Data Engineer,16.7,1,5,postgresql,"aws, docker, pandas, python, sql",VERY_LOW_MATCH,False
6,6,Student_006,Backend Developer,22.2,2,7,"flask, postgresql","aws, docker, fastapi, git, mongodb, python, rest api",VERY_LOW_MATCH,False
6,7,Student_006,Backend Developer,20.0,1,4,postgresql,"docker, git, python, rest api",VERY_LOW_MATCH,False
6,8,Student_006,Data Scientist,16.7,1,5,machine learning,"pandas, python, sql, statistics, tableau",VERY_LOW_MATCH,False
6,9,Student_006,Backend Developer,20.0,1,4,postgresql,"docker, git, python, rest api",VERY_LOW_MATCH,False
6,10,Student_006,BI Developer,20.0,1,4,data visualization,"excel, power bi, sql, tableau",VERY_LOW_MATCH,False
6,11,Student_006,BI Developer,25.0,2,6,"data visualization, postgresql","excel, power bi, python, sql, statistics, tableau",LOW_MATCH,False
6,12,Student_006,Data Analyst,14.3,1,6,data visualization,"excel, pandas, power bi, python, sql, statistics",VERY_LOW_MATCH,False
6,13,Student_006,Research Analyst,14.3,1,6,data visualization,"excel, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
6,14,Student_006,Data Analyst,14.3,1,6,data visualization,"excel, power bi, python, sql, statistics, tableau",VERY_LOW_MATCH,False
6,15,Student_006,Data Scientist,25.0,2,6,"machine learning, nlp","pandas, python, r, sql, statistics, tableau",LOW_MATCH,False
6,16,Student_006,Data Scientist,25.0,2,6,"machine learning, nlp","deep learning, pandas, python, r, sql, statistics",LOW_MATCH,False
6,17,Student_006,Data Analyst,14.3,1,6,data visualization,"excel, power bi, python, sql, statistics, tableau",VERY_LOW_MATCH,False
6,18,Student_006,Backend Developer,20.0,1,4,postgresql,"docker, git, python, rest api",VERY_LOW_MATCH,False
6,19,Student_006,Backend Developer,20.0,1,4,postgresql,"docker, git, python, rest api",VERY_LOW_MATCH,False
