student_id,job_id,label,skill_overlap_ratio,mean_score_on_required,score_gap_mean,skills_below_threshold,nice_to_have_overlap,cgpa_gap,max_skill_score,avg_skill_score,graduation_recency,required_skills_count,min_score_threshold
STU_0111,JD_0001,0,0.1667,46.83,-17.17,5,0.5,1.75,77.0,52.25,0,6,64
STU_0112,JD_0001,0,0.1667,42.0,-22.0,5,0.5,-0.32,93.0,49.8,1,6,64
STU_0113,JD_0001,0,0.3333,50.67,-13.33,4,0.5,0.31,85.0,50.05,1,6,64
STU_0114,JD_0001,0,0.5,61.0,-3.0,3,1.0,0.92,76.0,51.4,4,6,64
STU_0115,JD_0001,0,0.5,67.17,3.17,3,1.0,1.7,93.0,54.0,3,6,64
STU_0116,JD_0001,0,0.3333,58.0,-6.0,4,0.5,2.51,100.0,56.9,3,6,64
STU_0117,JD_0001,0,0.1667,46.33,-17.67,5,0.5,1.78,83.0,53.65,1,6,64
STU_0118,JD_0001,0,0.5,65.83,1.83,3,0.5,-0.38,82.0,52.6,2,6,64
STU_0119,JD_0001,0,0.1667,45.17,-18.83,5,0.5,-0.64,95.0,48.7,2,6,64
STU_0120,JD_0001,0,0.1667,41.33,-22.67,5,0.5,2.95,87.0,45.45,1,6,64
STU_0121,JD_0001,0,0.3333,53.5,-10.5,4,0.5,1.9,92.0,53.2,4,6,64
STU_0122,JD_0001,0,0.0,45.33,-18.67,6,0.0,2.27,87.0,51.3,0,6,64
STU_0123,JD_0001,0,0.1667,52.83,-11.17,5,1.0,1.08,71.0,53.5,4,6,64
STU_0124,JD_0001,0,0.5,58.0,-6.0,3,0.5,0.76,88.0,56.0,4,6,64
STU_0125,JD_0001,0,0.3333,48.83,-15.17,4,0.5,-0.34,97.0,51.7,1,6,64
STU_0126,JD_0001,0,0.0,49.33,-14.67,6,0.0,2.23,90.0,48.85,0,6,64
STU_0127,JD_0001,0,0.3333,67.83,3.83,4,0.5,2.56,100.0,56.85,2,6,64
STU_0128,JD_0001,0,0.1667,42.0,-22.0,5,0.5,1.35,81.0,50.25,1,6,64
STU_0129,JD_0001,0,0.1667,45.83,-18.17,5,0.0,2.56,84.0,52.45,1,6,64
STU_0130,JD_0001,0,0.5,60.83,-3.17,3,1.0,0.36,72.0,52.4,2,6,64
STU_0131,JD_0001,0,0.1667,47.33,-16.67,5,1.0,1.12,85.0,47.75,4,6,64
STU_0132,JD_0001,0,0.3333,55.83,-8.17,4,0.5,1.29,83.0,58.8,1,6,64
STU_0133,JD_0001,0,0.3333,56.17,-7.83,4,0.5,2.31,99.0,52.8,1,6,64
STU_0134,JD_0001,0,0.1667,54.67,-9.33,5,0.5,-0.05,81.0,47.05,-1,6,64
STU_0135,JD_0001,0,0.1667,54.5,-9.5,5,1.0,1.18,83.0,55.5,0,6,64
STU_0136,JD_0001,0,0.5,62.67,-1.33,3,0.5,1.92,95.0,57.35,2,6,64
STU_0137,JD_0001,0,0.3333,52.67,-11.33,4,0.5,2.0,87.0,59.9,4,6,64
STU_0138,JD_0001,0,0.5,57.17,-6.83,3,0.0,-0.17,78.0,50.5,3,6,64
STU_0139,JD_0001,0,0.1667,40.33,-23.67,5,0.0,0.12,78.0,47.9,0,6,64
STU_0140,JD_0001,0,0.1667,46.0,-18.0,5,0.0,-0.33,80.0,44.75,2,6,64
STU_0141,JD_0001,0,0.3333,54.33,-9.67,4,0.5,-0.9,100.0,52.5,2,6,64
STU_0142,JD_0001,0,0.3333,52.83,-11.17,4,0.5,2.63,100.0,55.95,-1,6,64
STU_0143,JD_0001,0,0.0,44.17,-19.83,6,0.5,0.92,90.0,47.05,2,6,64
STU_0144,JD_0001,0,0.0,36.33,-27.67,6,0.5,2.95,82.0,47.1,2,6,64
STU_0145,JD_0001,0,0.3333,45.0,-19.0,4,0.5,-0.78,100.0,49.55,1,6,64
STU_0146,JD_0001,0,0.1667,47.17,-16.83,5,0.5,2.39,83.0,52.85,3,6,64
STU_0147,JD_0001,0,0.1667,48.17,-15.83,5,0.5,2.19,73.0,53.45,0,6,64
STU_0148,JD_0001,0,0.3333,60.83,-3.17,4,0.5,0.54,85.0,52.0,0,6,64
STU_0149,JD_0001,0,0.1667,48.5,-15.5,5,1.0,1.35,76.0,50.35,2,6,64
STU_0150,JD_0001,0,0.3333,51.83,-12.17,4,1.0,-0.19,91.0,52.45,-1,6,64
STU_0151,JD_0001,0,0.1667,44.33,-19.67,5,0.0,1.27,79.0,45.45,3,6,64
STU_0152,JD_0001,0,0.1667,42.17,-21.83,5,0.5,1.45,90.0,48.7,-1,6,64
STU_0153,JD_0001,0,0.3333,54.33,-9.67,4,0.5,0.12,89.0,50.65,-1,6,64
STU_0154,JD_0001,0,0.5,57.17,-6.83,3,0.5,2.29,98.0,55.5,2,6,64
STU_0155,JD_0001,0,0.1667,44.83,-19.17,5,0.0,-0.61,87.0,51.0,1,6,64
STU_0156,JD_0001,0,0.5,55.67,-8.33,3,0.5,-0.79,80.0,52.35,3,6,64
STU_0157,JD_0001,0,0.3333,50.83,-13.17,4,0.5,0.79,91.0,49.1,2,6,64
STU_0158,JD_0001,0,0.3333,43.17,-20.83,4,1.0,1.05,84.0,46.25,2,6,64
STU_0159,JD_0001,0,0.1667,42.83,-21.17,5,0.5,2.72,74.0,43.75,4,6,64
STU_0160,JD_0001,0,0.5,70.33,6.33,3,0.5,-0.71,100.0,52.6,4,6,64
STU_0161,JD_0001,0,0.3333,50.67,-13.33,4,0.5,2.43,91.0,55.3,-1,6,64
STU_0162,JD_0001,0,0.5,53.83,-10.17,3,0.5,1.7,90.0,52.9,0,6,64
STU_0163,JD_0001,0,0.3333,58.33,-5.67,4,0.5,2.4,100.0,55.7,-1,6,64
STU_0164,JD_0001,0,0.3333,58.17,-5.83,4,0.5,0.28,81.0,56.5,2,6,64
STU_0165,JD_0001,0,0.5,57.67,-6.33,3,0.5,1.03,93.0,49.15,-1,6,64
STU_0166,JD_0001,0,0.3333,49.67,-14.33,4,0.5,-0.72,88.0,55.85,1,6,64
STU_0167,JD_0001,0,0.3333,51.0,-13.0,4,1.0,2.45,85.0,53.25,0,6,64
STU_0168,JD_0001,0,0.3333,54.67,-9.33,4,1.0,-0.87,95.0,52.25,1,6,64
STU_0169,JD_0001,0,0.6667,58.83,-5.17,2,1.0,0.8,78.0,47.55,-1,6,64
STU_0170,JD_0001,0,0.1667,45.83,-18.17,5,0.5,2.89,100.0,55.3,3,6,64
STU_0171,JD_0001,0,0.1667,46.0,-18.0,5,0.5,3.08,82.0,51.4,4,6,64
STU_0172,JD_0001,0,0.3333,57.0,-7.0,4,0.5,1.27,87.0,55.9,2,6,64
STU_0173,JD_0001,0,0.1667,44.83,-19.17,5,0.0,0.88,88.0,47.8,4,6,64
STU_0174,JD_0001,0,0.3333,51.83,-12.17,4,1.0,0.16,100.0,53.2,-1,6,64
STU_0175,JD_0001,0,0.1667,51.83,-12.17,5,0.0,-0.05,81.0,50.3,1,6,64
STU_0176,JD_0001,0,0.1667,49.0,-15.0,5,0.5,1.09,78.0,50.4,0,6,64
STU_0177,JD_0001,0,0.3333,55.67,-8.33,4,0.5,2.92,100.0,53.45,2,6,64
STU_0178,JD_0001,0,0.3333,61.83,-2.17,4,0.5,0.18,100.0,54.0,-1,6,64
STU_0179,JD_0001,0,0.5,55.67,-8.33,3,0.5,0.82,88.0,51.9,3,6,64
STU_0180,JD_0001,0,0.3333,56.0,-8.0,4,0.5,0.52,90.0,55.35,0,6,64
STU_0181,JD_0001,0,0.0,44.0,-20.0,6,0.5,0.55,75.0,52.5,0,6,64
STU_0182,JD_0001,0,0.1667,49.83,-14.17,5,0.5,2.83,83.0,50.55,-1,6,64
STU_0183,JD_0001,0,0.1667,52.5,-11.5,5,0.0,3.05,78.0,50.25,1,6,64
STU_0184,JD_0001,0,0.5,66.33,2.33,3,1.0,2.66,85.0,55.35,4,6,64
STU_0185,JD_0001,0,0.3333,64.5,0.5,4,1.0,2.01,91.0,58.8,4,6,64
STU_0186,JD_0001,0,0.1667,42.33,-21.67,5,0.0,2.26,93.0,54.1,1,6,64
STU_0187,JD_0001,0,0.1667,44.83,-19.17,5,0.0,-0.75,97.0,47.95,-1,6,64
STU_0188,JD_0001,0,0.1667,58.67,-5.33,5,0.0,1.6,93.0,50.6,2,6,64
STU_0189,JD_0001,0,0.1667,43.5,-20.5,5,0.0,-0.09,91.0,44.95,4,6,64
STU_0190,JD_0001,0,0.0,44.83,-19.17,6,0.5,3.11,78.0,48.25,1,6,64
STU_0191,JD_0001,0,0.1667,51.0,-13.0,5,0.5,1.88,84.0,44.2,3,6,64
STU_0192,JD_0001,0,0.0,47.67,-16.33,6,0.5,0.44,74.0,50.8,2,6,64
STU_0193,JD_0001,0,0.3333,45.67,-18.33,4,0.0,1.33,69.0,48.25,1,6,64
STU_0194,JD_0001,0,0.0,37.83,-26.17,6,0.5,2.64,76.0,48.75,0,6,64
STU_0195,JD_0001,0,0.5,53.83,-10.17,3,1.0,-0.48,84.0,51.9,0,6,64
STU_0196,JD_0001,0,0.1667,52.17,-11.83,5,1.0,1.77,80.0,52.5,2,6,64
STU_0197,JD_0001,0,0.1667,58.83,-5.17,5,0.0,-0.78,78.0,52.1,3,6,64
STU_0198,JD_0001,0,0.5,58.5,-5.5,3,1.0,-0.02,90.0,53.1,-1,6,64
STU_0199,JD_0001,0,0.3333,57.0,-7.0,4,1.0,-0.08,100.0,55.85,4,6,64
STU_0200,JD_0001,0,0.5,53.5,-10.5,3,1.0,0.17,100.0,51.5,-1,6,64
STU_0201,JD_0001,0,0.0,36.5,-27.5,6,0.5,2.62,79.0,45.55,0,6,64
STU_0202,JD_0001,0,0.3333,47.17,-16.83,4,0.5,2.24,100.0,48.75,2,6,64
STU_0203,JD_0001,0,0.1667,52.33,-11.67,5,1.0,-0.28,93.0,55.55,-1,6,64
STU_0204,JD_0001,0,0.1667,40.5,-23.5,5,0.5,-0.68,76.0,46.65,-1,6,64
STU_0205,JD_0001,0,0.6667,68.0,4.0,2,0.5,-0.96,93.0,55.0,1,6,64
STU_0206,JD_0001,0,0.1667,44.5,-19.5,5,0.0,0.3,92.0,50.8,2,6,64
STU_0207,JD_0001,0,0.3333,52.5,-11.5,4,1.0,2.67,77.0,54.5,0,6,64
STU_0208,JD_0001,0,0.5,63.5,-0.5,3,0.5,0.0,88.0,52.15,3,6,64
STU_0209,JD_0001,0,0.0,38.83,-25.17,6,0.5,3.04,72.0,49.25,1,6,64
STU_0210,JD_0001,0,0.5,53.83,-10.17,3,0.5,0.47,80.0,47.5,0,6,64
STU_0211,JD_0001,0,0.1667,46.83,-17.17,5,0.0,0.86,80.0,43.1,4,6,64
STU_0212,JD_0001,0,0.6667,66.0,2.0,2,1.0,0.54,92.0,53.15,0,6,64
STU_0213,JD_0001,0,0.0,49.33,-14.67,6,0.0,-0.99,93.0,52.6,1,6,64
STU_0214,JD_0001,0,0.0,37.17,-26.83,6,0.5,-0.83,79.0,46.2,-1,6,64
STU_0215,JD_0001,0,0.3333,50.5,-13.5,4,0.5,-0.5,100.0,52.05,4,6,64
STU_0216,JD_0001,0,0.0,39.17,-24.83,6,0.0,-0.09,82.0,46.8,4,6,64
STU_0217,JD_0001,0,0.3333,54.83,-9.17,4,0.5,1.78,97.0,51.65,2,6,64
STU_0218,JD_0001,0,0.0,41.83,-22.17,6,1.0,2.09,86.0,51.7,0,6,64
STU_0219,JD_0001,0,0.0,28.67,-35.33,6,0.0,1.55,89.0,50.55,1,6,64
STU_0220,JD_0001,0,0.6667,63.5,-0.5,2,1.0,0.81,84.0,51.2,3,6,64
STU_0221,JD_0001,0,0.3333,53.83,-10.17,4,0.5,2.78,85.0,48.9,0,6,64
STU_0222,JD_0001,0,0.1667,45.83,-18.17,5,0.5,-0.28,92.0,49.9,2,6,64
STU_0223,JD_0001,0,0.0,48.5,-15.5,6,0.5,1.65,75.0,49.2,-1,6,64
STU_0224,JD_0001,0,0.5,56.83,-7.17,3,0.5,2.28,99.0,58.6,3,6,64
STU_0225,JD_0001,0,0.0,45.17,-18.83,6,0.0,-0.17,88.0,48.2,0,6,64
STU_0226,JD_0001,0,0.1667,45.33,-18.67,5,0.5,0.09,81.0,46.0,4,6,64
STU_0227,JD_0001,0,0.5,64.83,0.83,3,0.5,-0.63,86.0,56.85,3,6,64
STU_0228,JD_0001,0,0.6667,66.33,2.33,2,0.5,1.43,85.0,53.1,3,6,64
STU_0229,JD_0001,0,0.1667,43.67,-20.33,5,0.0,2.09,84.0,51.65,3,6,64
STU_0230,JD_0001,0,0.1667,46.5,-17.5,5,1.0,2.25,85.0,54.25,1,6,64
STU_0231,JD_0001,0,0.5,55.67,-8.33,3,0.5,-0.15,86.0,52.05,0,6,64
STU_0232,JD_0001,0,0.1667,50.67,-13.33,5,0.5,0.87,88.0,44.45,2,6,64
STU_0233,JD_0001,0,0.1667,51.33,-12.67,5,0.5,1.85,84.0,54.95,1,6,64
STU_0234,JD_0001,0,0.0,40.33,-23.67,6,0.5,0.29,94.0,52.8,4,6,64
STU_0235,JD_0001,0,0.5,64.17,0.17,3,0.5,1.62,86.0,51.55,0,6,64
STU_0236,JD_0001,0,0.3333,63.67,-0.33,4,1.0,1.18,86.0,57.3,0,6,64
STU_0237,JD_0001,0,0.1667,51.17,-12.83,5,0.5,2.31,95.0,50.85,4,6,64
STU_0238,JD_0001,0,0.0,43.5,-20.5,6,0.0,2.62,76.0,50.55,-1,6,64
STU_0239,JD_0001,0,0.3333,55.33,-8.67,4,0.5,2.46,87.0,49.2,2,6,64
STU_0240,JD_0001,0,0.5,57.33,-6.67,3,0.5,0.24,86.0,47.8,1,6,64
STU_0241,JD_0001,0,0.5,57.0,-7.0,3,1.0,-0.71,93.0,50.3,4,6,64
STU_0242,JD_0001,0,0.0,47.83,-16.17,6,0.5,2.08,73.0,50.0,-1,6,64
STU_0243,JD_0001,0,0.1667,51.33,-12.67,5,0.5,1.32,100.0,53.05,0,6,64
STU_0244,JD_0001,0,0.6667,68.17,4.17,2,0.5,2.95,92.0,49.4,-1,6,64
STU_0245,JD_0001,0,0.3333,52.0,-12.0,4,1.0,0.24,96.0,51.55,0,6,64
STU_0246,JD_0001,0,0.3333,56.83,-7.17,4,0.5,1.72,87.0,51.7,3,6,64
STU_0247,JD_0001,0,0.1667,49.83,-14.17,5,0.5,-0.61,80.0,53.45,2,6,64
STU_0248,JD_0001,0,0.3333,60.17,-3.83,4,0.5,3.09,80.0,55.55,0,6,64
STU_0249,JD_0001,0,0.5,47.33,-16.67,3,1.0,1.52,88.0,45.6,4,6,64
STU_0250,JD_0001,0,0.0,44.33,-19.67,6,1.0,0.08,91.0,56.25,3,6,64
STU_0251,JD_0001,0,0.1667,42.67,-21.33,5,0.0,2.64,87.0,50.7,3,6,64
STU_0252,JD_0001,0,0.3333,56.33,-7.67,4,0.5,2.09,100.0,55.6,3,6,64
STU_0253,JD_0001,0,0.1667,56.33,-7.67,5,0.0,0.71,88.0,49.35,1,6,64
STU_0254,JD_0001,0,0.5,56.67,-7.33,3,1.0,0.29,96.0,54.4,-1,6,64
STU_0255,JD_0001,0,0.1667,41.5,-22.5,5,0.0,-0.42,86.0,49.6,3,6,64
STU_0256,JD_0001,0,0.3333,47.5,-16.5,4,0.0,0.81,87.0,52.65,2,6,64
STU_0257,JD_0001,0,0.3333,60.33,-3.67,4,0.5,0.07,78.0,51.25,1,6,64
STU_0258,JD_0001,0,0.3333,58.5,-5.5,4,0.5,0.12,100.0,55.8,4,6,64
STU_0259,JD_0001,0,0.0,37.83,-26.17,6,0.0,0.23,99.0,45.5,-1,6,64
STU_0260,JD_0001,0,0.0,43.17,-20.83,6,0.5,-0.22,87.0,49.35,4,6,64
STU_0261,JD_0001,0,0.3333,58.67,-5.33,4,0.5,-0.58,80.0,53.5,2,6,64
STU_0262,JD_0001,0,0.1667,49.83,-14.17,5,0.5,0.53,90.0,57.6,3,6,64
STU_0263,JD_0001,0,0.1667,41.17,-22.83,5,0.5,2.37,84.0,45.55,-1,6,64
STU_0264,JD_0001,0,0.3333,54.83,-9.17,4,0.5,0.88,91.0,53.9,4,6,64
STU_0265,JD_0001,0,0.1667,51.17,-12.83,5,1.0,0.64,95.0,57.6,0,6,64
