age,income,credit_limit,transaction_amount,num_transactions_30d,account_age_months,num_prev_disputes,merchant_category,country_match,time_of_day_hour,is_weekend,card_present,distance_from_home_km,is_fraud
56.0,95202.0,41026.59949302349,502.0,13,16,3,electronics,1,1,0,1,16.23742142958654,0
34.0,73777.0,24636.75589204426,1558.0,10,63,0,retail,1,1,0,0,106.0451490650121,0
51.0,41994.0,9869.135348930036,1153.0,66,76,1,retail,1,20,1,1,38.98678624740352,0
68.0,92263.0,38855.68443822243,3967.0,70,181,2,retail,1,22,0,0,118.29626332437759,0
35.0,84634.0,16808.98627750602,3417.0,72,85,1,food,1,6,1,1,2.049840799958076,0
28.0,125158.0,61379.12019656172,649.0,25,109,4,electronics,1,3,0,1,25.334687879799162,0
34.0,35800.0,8517.78814292515,182.0,44,17,3,retail,1,12,1,1,147.63844629635287,0
43.0,62823.0,14758.65442905703,4364.0,60,168,1,food,1,19,1,1,14.360781913009687,0
60.0,133575.0,30022.953112826162,3969.0,47,141,2,online,1,10,0,1,141.96741535856822,0
41.0,88878.0,13229.010924927547,526.0,40,180,0,travel,1,2,1,1,153.84978585781414,0
36.0,43708.0,6313.83297423504,532.0,7,58,3,electronics,1,1,0,0,106.91387175724635,1
65.0,37819.0,13586.173720418406,1927.0,46,224,1,electronics,1,15,0,1,41.46759804295424,0
38.0,99905.0,44961.967296628674,2896.0,23,165,2,online,1,2,0,1,52.05578522046827,1
67.0,88870.0,36988.42309913745,2174.0,46,79,1,electronics,1,23,0,1,101.86394970986734,0
73.0,34283.0,5363.336658333592,1939.0,13,204,4,electronics,1,14,1,1,74.78249395119401,0
44.0,55573.0,17685.1541017402,3955.0,21,61,3,electronics,1,16,1,1,49.72529763472704,1
46.0,103707.0,14750.932983439763,2219.0,1,113,0,electronics,1,15,0,1,201.59499622280444,1
45.0,55933.0,6606.686120484104,3793.0,19,121,2,food,1,19,0,1,57.86665011910045,0
65.0,30774.0,11157.247374682733,2600.0,60,207,1,food,0,6,0,0,185.41737146405205,1
61.0,97055.0,30481.183898138563,4944.0,33,34,3,travel,1,15,0,1,2.9550518665493692,1
49.0,35983.0,4778.8833059857425,4086.0,4,70,1,electronics,1,4,0,1,7.480737430054381,1
35.0,121468.0,13844.400152977041,1103.0,3,17,3,online,1,1,1,1,30.024648600016018,0
65.0,121334.0,60169.841865843286,3890.0,52,20,4,retail,1,0,0,1,24.296851590936935,1
21.0,43133.0,4831.2640478343665,2504.0,28,201,1,travel,1,21,0,1,76.33183710796554,0
45.0,39939.0,11095.505559428131,2589.0,70,59,4,retail,1,12,1,1,8.754231916784045,1
27.0,25781.0,7781.9332293644,2498.0,70,69,2,retail,1,15,0,1,186.6837564784593,0
29.0,139586.0,20506.86668434917,2795.0,55,215,4,electronics,1,4,0,0,18.92163068042419,1
44.0,81700.0,13694.93891940993,2768.0,57,161,3,online,1,2,0,1,28.011623329395075,0
21.0,52624.0,12667.754662935356,1584.0,16,102,2,retail,1,14,0,1,16.061600327954682,0
64.0,31823.0,12877.824563498954,2383.0,24,120,1,retail,1,15,1,1,43.29932588078395,0
28.0,43489.0,13169.903015982774,4000.0,69,206,1,travel,1,10,0,0,3.020881871908737,0
44.0,143555.0,50985.101440580154,4855.0,41,145,3,online,1,18,0,1,8.10697981212478,1
31.0,,24703.491101813495,1103.0,77,57,0,online,1,17,0,0,68.48124428614216,0
71.0,144664.0,58907.495317660076,1199.0,47,83,0,retail,0,20,0,0,10.320503473866617,1
37.0,54118.0,14814.510222562569,2699.0,76,225,1,online,1,8,1,1,13.427607853525789,0
28.0,125417.0,34938.262602383096,4105.0,69,129,3,travel,1,7,1,0,78.74753358222468,0
55.0,106816.0,37119.5032724848,1885.0,31,13,0,travel,1,21,1,1,4.897247197096345,0
55.0,47263.0,17305.16233820107,3416.0,30,238,4,travel,1,18,0,1,28.76588043450527,1
53.0,38565.0,11580.466741956492,1797.0,18,155,1,electronics,1,21,0,1,1.1666754131686048,0
25.0,45354.0,16234.21435982024,3942.0,44,198,4,retail,1,4,0,1,21.294162287418505,0
62.0,67951.0,7434.722611172971,1617.0,27,187,3,online,1,16,0,1,60.02916153977833,0
59.0,116179.0,31583.16188186858,3758.0,26,6,4,travel,1,4,0,1,4.721209005347559,1
61.0,48648.0,10292.711809929,58.0,60,97,0,retail,1,13,0,1,109.61243094928193,0
48.0,75729.0,11485.800625526203,3871.0,18,94,0,retail,1,6,1,0,120.11974265457337,1
27.0,66971.0,9363.791803726594,2190.0,56,110,2,electronics,1,8,0,1,5.546040335748883,0
29.0,43658.0,14899.465426562061,3056.0,31,227,1,online,1,16,0,1,234.06173788284784,1
28.0,46253.0,14312.5384429799,2843.0,59,151,3,online,1,2,0,0,17.657597377476623,1
32.0,89166.0,17961.032550439304,1407.0,2,138,1,travel,1,7,0,1,4.392495757676607,0
54.0,73563.0,21214.099669392996,3836.0,39,51,4,travel,1,21,0,1,0.25399979272793816,0
53.0,,14844.646303648167,4584.0,61,147,3,retail,0,12,0,1,26.256615214110248,1
68.0,113664.0,20232.600301029932,841.0,63,51,3,online,1,15,0,1,49.68694265105061,0
43.0,76578.0,27632.192997109214,2707.0,18,220,0,online,1,20,0,1,20.186773981661748,0
44.0,104025.0,42896.55441922523,4787.0,17,87,4,travel,1,9,1,1,90.61363127974657,0
57.0,128850.0,53677.03089744581,2745.0,39,68,0,food,1,17,0,1,63.04590479067688,0
55.0,57658.0,19660.682199479925,91.0,71,84,0,retail,1,2,0,1,21.551572884820512,0
64.0,31852.0,9703.884852158255,,54,211,2,online,1,11,0,1,66.2711904272002,0
60.0,119986.0,14926.601224258126,2073.0,76,42,0,electronics,1,15,0,1,141.0786443154687,0
42.0,27551.0,5927.116045864238,831.0,35,219,1,electronics,1,17,1,1,4.885933815108926,0
47.0,96947.0,13311.654780321296,172.0,11,57,3,food,1,16,0,1,18.271656409712758,0
55.0,86001.0,41756.002263483846,3749.0,61,226,0,travel,1,6,0,0,31.11821658616129,0
21.0,74159.0,11422.863425582476,2407.0,44,196,1,travel,1,18,1,0,34.456774682831174,0
55.0,147775.0,23748.944476298642,1942.0,68,166,4,travel,1,22,0,0,39.06566791861702,1
57.0,76707.0,34965.40146491083,2738.0,25,62,3,electronics,1,22,0,1,17.878546299014328,1
67.0,58243.0,27815.186005807733,3545.0,48,7,4,travel,1,7,0,0,55.01964054021642,1
34.0,46800.0,19016.31961447751,3456.0,32,112,1,,1,16,0,1,51.793777797724296,0
23.0,100939.0,10312.127036238251,2800.0,4,199,4,food,1,20,1,1,43.11635417263815,0
21.0,82828.0,8327.403572316103,2717.0,38,178,4,retail,1,6,0,1,6.038471370662717,0
25.0,32239.0,8099.736286871051,3943.0,63,180,4,online,1,0,0,0,32.40562115518637,1
46.0,31710.0,4989.826873218161,3395.0,47,26,0,food,1,7,0,1,22.020446235978028,0
34.0,46384.0,4979.529127023876,932.0,1,154,0,electronics,1,18,0,1,33.76914222688097,0
59.0,46038.0,13149.680898721836,2185.0,3,19,0,food,1,19,0,1,127.4667775763165,0
47.0,65846.0,31423.341478663777,1592.0,62,9,3,online,1,19,0,1,32.74744017902096,0
29.0,112983.0,25932.742812480563,574.0,64,61,1,retail,1,9,0,1,0.7039721838130875,0
35.0,92821.0,33829.19556497202,3268.0,17,20,0,online,1,11,0,1,28.887169816975604,0
35.0,62991.0,22733.082851666233,2607.0,78,106,4,electronics,1,23,1,1,85.92029637874427,1
46.0,104057.0,20856.356938834546,2510.0,62,237,4,online,1,0,0,1,75.72023473495877,1
62.0,138193.0,49772.98656428651,4576.0,35,50,4,food,1,23,0,1,36.014622459320485,1
,31971.0,5912.511796770481,997.0,13,208,4,travel,1,20,0,1,14.368706850725921,0
71.0,54139.0,8056.0437454556795,3646.0,35,81,2,food,1,3,1,1,31.282713544698197,0
52.0,110445.0,42030.21078945599,233.0,43,150,3,electronics,1,3,1,1,41.471514288702075,1
59.0,,7268.816342078335,360.0,2,141,1,retail,1,8,1,1,447.9550706014134,0
69.0,105257.0,52498.36944842392,1938.0,56,140,1,online,1,14,0,1,51.66624632916472,0
72.0,109742.0,19027.173362811383,358.0,77,10,0,retail,1,23,1,1,59.25181682779916,0
52.0,62711.0,21174.792142128084,4287.0,51,65,2,electronics,1,14,0,0,33.809994387615134,1
24.0,31530.0,8341.256094655577,4742.0,54,224,1,online,1,6,0,1,21.885694051898547,0
50.0,36116.0,5437.428812641229,1027.0,16,158,3,food,1,11,0,1,83.81976346914314,0
57.0,90794.0,10090.62389783347,2236.0,18,8,4,food,1,2,1,1,34.15314237380219,0
43.0,25282.0,8825.767024370964,4877.0,7,149,0,electronics,1,19,1,1,261.90939597281374,1
59.0,104473.0,44161.053184696546,4134.0,45,22,3,online,1,8,1,0,30.543401788221164,1
65.0,26898.0,11749.214905283361,2429.0,36,18,1,food,1,13,1,1,3.521138431974318,0
35.0,29135.0,8539.042815238594,1903.0,41,194,2,electronics,1,12,0,1,57.37617960041778,0
63.0,31629.0,12998.955588604671,3050.0,42,176,0,electronics,1,23,0,0,2.3882107054162525,0
49.0,134472.0,49638.839893788645,2078.0,7,172,1,retail,1,11,0,1,14.41755460208794,0
56.0,110120.0,42913.96342728182,1135.0,15,9,0,food,1,0,1,1,21.82753379040583,0
33.0,144798.0,43010.7403032433,3127.0,60,195,1,online,1,18,0,1,67.25447043616313,0
52.0,114087.0,40314.31808360142,4171.0,40,54,4,food,1,15,1,1,34.08424880745789,0
27.0,90031.0,38012.021410066394,4052.0,37,26,2,food,1,11,0,0,1.4532116905119783,0
71.0,58380.0,15129.391267607602,4443.0,66,213,4,food,1,9,0,1,47.966416670215075,0
42.0,137507.0,58081.79628863954,2180.0,55,94,1,electronics,1,1,0,0,26.50350052663695,0
48.0,42071.0,14169.796237191465,456.0,77,220,3,travel,1,17,0,0,127.44635163806541,0
22.0,45074.0,7498.529108995528,,56,100,4,travel,1,12,1,1,34.61360928800211,0
62.0,115724.0,12715.019764263134,3372.0,44,26,3,retail,1,23,0,1,61.71733031573163,0
65.0,92843.0,22755.953008743392,2728.0,57,34,1,food,1,5,0,1,12.350587980821546,0
73.0,64901.0,20682.555361104303,3493.0,6,8,2,travel,1,11,0,1,71.55905622565709,0
26.0,36205.0,15782.778340610921,2954.0,32,138,3,retail,1,21,0,1,63.81916662549685,1
48.0,80661.0,12179.34897831696,4386.0,74,48,1,electronics,1,3,0,1,117.21292902851337,0
48.0,149661.0,62869.97288026885,605.0,18,183,3,food,1,0,0,1,1.7203412955639603,0
64.0,30906.0,13759.463031101488,1996.0,68,107,4,online,1,10,1,0,29.665155412352323,0
64.0,27591.0,4422.147381536002,2760.0,73,54,1,,1,22,0,1,56.83991968802905,0
40.0,87987.0,38770.39174904813,1084.0,7,206,4,retail,1,7,0,1,5.000072837236194,0
50.0,88370.0,43882.90071610702,3979.0,8,168,0,electronics,1,1,0,0,26.432855459626587,1
31.0,105685.0,41294.88474373319,4315.0,64,119,1,online,0,1,0,1,142.49215536904555,1
48.0,135454.0,56065.47699276877,4231.0,7,143,3,electronics,1,15,0,1,28.62924416634085,0
45.0,130487.0,64952.00600718189,4597.0,41,81,0,retail,1,0,0,1,211.35307198059112,1
59.0,79400.0,27170.084516704028,3590.0,40,146,4,online,1,3,0,1,2.9259171987560038,1
53.0,50150.0,11191.200823245963,3017.0,3,96,4,online,1,5,0,1,63.26223797248485,0
21.0,56852.0,24731.321191556766,979.0,17,102,3,electronics,1,20,0,1,43.496155490333486,0
47.0,67870.0,23469.059887885767,590.0,66,151,0,online,1,19,1,1,34.71135588732505,0
72.0,144796.0,48141.509029239845,2834.0,79,62,2,,1,13,1,0,176.76056136386504,0
33.0,77756.0,15664.274501819824,4011.0,52,46,3,food,1,19,0,1,6.943015476651883,1
61.0,140357.0,56498.42363033809,1221.0,22,87,4,online,1,14,0,1,113.16771499501748,0
23.0,144052.0,19110.933768879437,239.0,4,99,1,electronics,0,6,0,1,58.759616723739704,1
59.0,81481.0,38272.833926167914,4294.0,6,39,0,food,1,6,0,1,14.987467725465587,0
26.0,26283.0,6053.7472077722605,3195.0,38,143,2,online,1,17,1,1,115.97087107240662,0
28.0,58691.0,8868.788858758933,511.0,26,53,1,food,1,22,1,0,28.04413481909495,0
47.0,26125.0,7235.230270920277,2142.0,11,216,0,online,1,1,0,1,84.16157733491522,0
29.0,92065.0,10770.49687828109,58.0,17,192,3,retail,1,19,0,1,24.619539469639705,0
57.0,51170.0,19129.92894421533,3576.0,31,191,3,retail,1,14,0,1,95.1672417675375,0
53.0,33438.0,15417.66674330873,3065.0,77,220,0,electronics,1,0,0,1,,1
71.0,45095.0,19612.050122764424,698.0,35,80,2,travel,0,20,1,1,7.6020323347369345,1
,41154.0,6212.105324109639,396.0,16,16,0,retail,1,16,0,1,52.44300986060237,0
64.0,33004.0,4967.381043641433,979.0,79,104,1,travel,1,19,0,1,10.619130592142064,0
44.0,34752.0,14782.590051893132,3470.0,18,231,1,food,1,12,0,1,26.5448377263038,0
35.0,80426.0,37776.22971569208,1015.0,62,70,3,food,1,11,0,1,9.334288361206793,0
74.0,133896.0,38062.33901415395,3062.0,27,194,0,travel,1,23,0,1,1.1131043635162177,0
52.0,51819.0,15524.373722941775,3427.0,35,141,3,electronics,1,21,0,1,11.905660700978684,1
52.0,127168.0,28905.898911575998,2312.0,45,108,2,online,1,14,0,0,38.433641180854636,0
44.0,117051.0,53574.95054281261,2293.0,35,47,1,travel,1,23,1,1,32.84664215695586,0
61.0,49217.0,17617.774515909554,1617.0,28,9,4,travel,0,4,1,1,34.80729315950618,1
72.0,113708.0,24481.404134618853,4376.0,9,191,4,travel,1,6,0,1,14.23013283260402,1
69.0,57994.0,12730.44552956811,132.0,76,34,0,travel,1,7,1,1,,0
69.0,40036.0,18275.634450069752,1290.0,15,209,0,travel,1,22,0,1,60.914285149177076,0
72.0,102275.0,10785.267917987156,3737.0,21,219,4,electronics,1,13,0,1,22.155843029863075,0
32.0,122756.0,28122.249264652488,268.0,52,157,0,retail,1,3,1,1,106.50310616122852,0
59.0,74416.0,23942.802715758928,957.0,35,165,1,online,1,20,0,1,51.64448827625537,0
22.0,34587.0,5509.258944651737,4968.0,51,171,2,retail,1,13,1,0,62.42049600890266,0
23.0,,6841.975083991797,534.0,55,86,2,travel,0,9,0,1,16.24081583356715,0
69.0,120665.0,51416.62739641697,897.0,77,115,3,retail,1,21,0,1,0.03059111403371145,0
57.0,25645.0,11739.300218756387,217.0,44,64,1,electronics,1,15,0,1,100.26333451176987,0
69.0,55930.0,24018.7228460971,3392.0,65,152,0,food,1,10,1,0,86.41793792063186,0
37.0,106835.0,49092.30168003582,2804.0,25,199,0,retail,1,21,1,1,6.5733555527607095,0
,147232.0,47297.51268914646,158.0,47,34,3,online,1,13,0,1,23.428643460064915,0
22.0,55090.0,23407.919954143177,447.0,56,176,3,,1,13,0,0,54.1378291273565,1
22.0,112489.0,28529.1289399906,2212.0,38,12,0,food,1,1,0,1,52.793570259169364,0
48.0,77142.0,28273.094148086395,3759.0,11,151,0,electronics,1,21,1,1,98.43091920386115,0
74.0,136979.0,67877.78090166254,3171.0,67,207,1,travel,1,12,0,1,7.556737710720254,1
43.0,51475.0,9795.233833847635,3911.0,15,97,3,food,0,2,1,0,28.100660904992314,1
57.0,43888.0,11233.568026089179,4463.0,1,121,1,online,0,17,0,0,5.114064064401553,1
52.0,68732.0,20071.046534910725,3255.0,7,141,0,food,0,21,0,0,24.68165073509006,1
53.0,106623.0,16548.550109015592,4561.0,1,87,4,online,1,3,0,1,0.7611362787415168,1
21.0,71305.0,9441.883247684349,2833.0,49,102,4,travel,0,20,1,0,114.27315822425874,1
39.0,71037.0,30680.10930195569,4734.0,73,96,0,online,0,20,0,1,37.437645568381726,1
22.0,34346.0,16854.19181165451,3280.0,29,173,3,electronics,0,18,1,1,94.79012958559068,1
73.0,25587.0,6700.980083283791,495.0,26,114,4,retail,1,15,0,1,3.0887013472785485,0
,37763.0,5100.268305687478,209.0,45,227,3,electronics,1,3,0,1,12.903452287769351,0
46.0,84165.0,10632.118735408949,4476.0,71,193,4,electronics,1,18,1,1,15.013379964191195,0
52.0,132481.0,60481.19091872749,1992.0,12,47,3,food,1,22,1,1,24.44435991279484,0
26.0,94615.0,27015.01409519378,1481.0,32,58,4,travel,1,14,1,0,81.19367337457093,0
52.0,61116.0,13935.115791610859,4353.0,20,237,3,retail,1,0,0,1,24.433467649576983,1
24.0,145987.0,42421.560641770484,4893.0,51,133,1,online,0,15,0,1,11.448872375027188,0
31.0,110751.0,25176.098716508863,2321.0,36,121,3,food,1,14,0,0,3.3599166498861863,0
37.0,116353.0,34395.61182574701,3383.0,67,205,1,travel,1,15,0,1,4.141465701961492,0
58.0,115301.0,51173.18484841402,2088.0,1,118,1,retail,0,21,1,1,71.36565332452646,1
44.0,120648.0,40648.79032635989,1531.0,27,5,0,electronics,0,19,0,1,29.42161285589371,0
25.0,50556.0,19103.16645527649,614.0,40,188,1,travel,1,0,0,1,64.76442101836656,0
72.0,84042.0,20663.261188834447,3858.0,14,96,2,travel,1,16,0,1,57.33036013442139,1
54.0,43099.0,17041.44594316994,3352.0,69,21,1,travel,1,4,0,1,7.272244540248403,0
26.0,134089.0,49163.30731775606,,79,152,3,electronics,1,4,0,0,7.709330184841226,1
42.0,70096.0,10361.92711777126,4607.0,6,128,1,online,1,6,0,1,70.39470125454847,0
31.0,96986.0,31913.935900907236,3885.0,33,124,3,food,1,12,0,1,63.87527926074297,1
,38230.0,7749.121545568821,2943.0,55,146,3,online,1,11,0,1,23.743232594725725,0
36.0,54009.0,22772.26120849629,558.0,19,21,2,retail,1,3,1,1,4.029181961393831,0
53.0,95969.0,25947.626377545486,848.0,77,54,1,food,0,3,0,1,0.608589920076328,1
29.0,58866.0,29307.831227382565,3825.0,29,138,1,retail,1,22,0,0,16.994891325336454,0
26.0,130400.0,17864.822842896352,857.0,61,152,4,electronics,1,20,1,1,0.4632531013295883,0
36.0,109246.0,45024.553045164546,4719.0,70,104,4,online,1,20,1,1,13.07295408519312,0
49.0,101975.0,37677.79371118457,4517.0,79,111,0,travel,1,5,1,0,27.1933376486101,0
23.0,66855.0,27209.953727656644,4783.0,24,213,3,food,0,23,1,1,6.472174563771111,1
40.0,106557.0,23763.480967230622,4264.0,23,217,2,travel,1,14,0,1,5.506245582311974,1
56.0,31416.0,9324.953535375,4478.0,10,116,4,retail,1,20,0,1,113.37896815476792,0
39.0,97516.0,40820.52992375086,2282.0,54,188,1,travel,1,18,0,1,44.030500034137056,0
46.0,80915.0,15617.932739240594,3330.0,41,57,0,travel,1,5,0,0,136.25144135583886,1
23.0,43058.0,8198.814954930313,2568.0,49,128,2,electronics,1,11,1,1,21.21910791178358,0
39.0,101637.0,32566.56629601482,4708.0,17,151,1,electronics,1,13,0,1,56.527588942340266,0
40.0,65718.0,20334.820527817225,4321.0,56,150,1,online,1,17,0,1,11.451270442513174,0
52.0,57602.0,12263.753128290304,2006.0,45,196,3,retail,1,11,1,0,48.161297518969576,1
27.0,99658.0,21848.049272001117,3683.0,30,162,3,electronics,1,23,0,0,6.9393004132646485,1
72.0,103112.0,21770.868187422155,1574.0,44,120,4,electronics,1,23,1,1,0.10414033565366114,0
61.0,83067.0,33941.57698161135,4028.0,74,70,4,online,1,14,0,1,134.06929478338608,0
53.0,52516.0,18945.690342351278,1850.0,55,156,1,food,1,18,0,1,40.472183403547476,0
60.0,112969.0,48911.83471706914,3301.0,19,95,1,online,1,7,1,1,130.82416647029683,0
