student_id,target_role,top1_job,top1_score,top1_correct_role,would_show_low_fit_warning,matched_skills,missing_skills,status
1722,QA Engineer,QA Engineer,1.0,True,False,"Test Automation,Java,SQL,Manual Testing",,ok
1295,DevOps Engineer,DevOps Engineer,0.8236,True,False,"Kubernetes,CI/CD,Git,Linux",Docker,ok
1600,QA Engineer,QA Engineer,1.0,True,False,"Manual Testing,Selenium,Test Automation,SQL,Java",,ok
1666,Data Analyst,Data Analyst,0.6668,True,False,"Statistics,Python,Excel,SQL",Data Visualization,ok
1543,QA Engineer,QA Engineer,0.8766,True,False,"Test Automation,Java,SQL,Manual Testing",,ok
1031,Frontend Developer,Frontend Developer,0.824,True,False,"JavaScript,TypeScript,CSS",Git,ok
1567,Full Stack Developer,Full Stack Developer,0.8779,True,False,"Git,REST API,Node.js,JavaScript",React,ok
1631,Product Manager,Product Manager,0.8792,True,False,"Agile,Excel,Stakeholder Management,Roadmapping",,ok
1016,Data Scientist,ML Engineer,0.8078,False,False,"Python,Deep Learning,Docker",,ok
1649,Business Analyst,Business Analyst,0.9514,True,False,"Communication,Excel,Statistics",,ok
1231,Data Analyst,Data Analyst,0.9006,True,False,"Python,Data Visualization,Excel,Statistics,Power BI",,ok
1550,Frontend Developer,Frontend Developer,0.7276,True,False,"React,HTML,JavaScript",CSS,ok
1575,Business Analyst,Business Analyst,0.8839,True,False,"Statistics,Communication,Power BI",,ok
1065,Full Stack Developer,Full Stack Developer,0.7257,True,False,"Node.js,REST API",React,ok
1729,Frontend Developer,Frontend Developer,0.9673,True,False,"React,HTML,CSS,JavaScript",,ok
1125,Backend Developer,Backend Developer,0.6371,True,False,"REST API,Microservices,SQL","Spring Boot,Git",ok
1114,DevOps Engineer,DevOps Engineer,0.8727,True,False,"Linux,CI/CD,AWS,Docker",Git,ok
1576,Frontend Developer,Frontend Developer,0.8292,True,False,"CSS,HTML,Git",,ok
1428,Data Scientist,Data Scientist,0.9457,True,False,"Pandas,Machine Learning,Deep Learning,Python,SQL",,ok
1276,ML Engineer,ML Engineer,0.9759,True,False,"Python,TensorFlow,Docker,Deep Learning,Machine Learning",,ok
1572,Business Analyst,Business Analyst,1.0,True,False,"Excel,SQL,Power BI,Communication,Data Visualization",,ok
1656,Frontend Developer,Frontend Developer,0.7952,True,False,"JavaScript,Git,TypeScript,HTML",CSS,ok
1570,Data Scientist,Data Scientist,0.9739,True,False,"Statistics,Machine Learning,Pandas,Deep Learning,Python",,ok
1541,Data Analyst,Data Analyst,0.9688,True,False,"Python,Data Visualization,Excel,Statistics,Power BI",,ok
1130,QA Engineer,QA Engineer,0.8612,True,False,"Selenium,Test Automation,SQL,Java",Manual Testing,ok
1041,Frontend Developer,Frontend Developer,0.8619,True,False,"React,Git,TypeScript",,ok
1463,Business Analyst,Business Analyst,0.7635,True,False,"Communication,Excel,Statistics",,ok
1464,Data Scientist,ML Engineer,0.7962,False,False,"Machine Learning,Python,Deep Learning",Docker,ok
1515,Data Scientist,Data Scientist,0.921,True,False,"Statistics,Machine Learning,Deep Learning",,ok
1513,Frontend Developer,Frontend Developer,0.7075,True,False,"React,HTML,CSS",JavaScript,ok
1273,Data Scientist,Data Scientist,0.8713,True,False,"Statistics,SQL,Pandas",,ok
1632,ML Engineer,ML Engineer,0.6754,True,False,"TensorFlow,Machine Learning,SQL",Python,ok
1126,Data Scientist,Data Scientist,0.8724,True,False,"Pandas,Statistics,Machine Learning,SQL",Deep Learning,ok
1344,Business Analyst,Business Analyst,0.7996,True,False,"Statistics,Communication,Power BI",,ok
1132,Data Scientist,ML Engineer,0.6303,False,False,"Machine Learning,Python,Deep Learning",Docker,ok
1731,Full Stack Developer,Full Stack Developer,0.9155,True,False,"Node.js,REST API,React",,ok
1766,DevOps Engineer,DevOps Engineer,0.929,True,False,"AWS,CI/CD,Docker,Kubernetes",Git,ok
1019,QA Engineer,QA Engineer,0.8434,True,False,"Test Automation,Java,Selenium",Manual Testing,ok
1680,Data Analyst,Data Analyst,0.8981,True,False,"Excel,Statistics,Power BI",SQL,ok
1225,QA Engineer,QA Engineer,1.0,True,False,"Test Automation,Java,SQL,Manual Testing",,ok
1175,Frontend Developer,Frontend Developer,1.0,True,False,"JavaScript,Git,TypeScript,CSS,HTML",,ok
1284,ML Engineer,Data Scientist,0.8616,False,False,"Machine Learning,Python,SQL",,ok
1718,Data Analyst,Data Analyst,0.9337,True,False,"Python,Data Visualization,Excel,Statistics,Power BI",,ok
1650,Frontend Developer,Frontend Developer,0.8363,True,False,"React,Git,TypeScript",,ok
1739,Data Scientist,Data Scientist,0.8494,True,False,"Statistics,Machine Learning,Pandas,Python",Deep Learning,ok
1435,Data Scientist,Data Scientist,0.8674,True,False,"Statistics,Machine Learning,Pandas,Deep Learning,Python",,ok
1387,Backend Developer,Backend Developer,0.9309,True,False,"REST API,Spring Boot,Microservices,Git",SQL,ok
1614,DevOps Engineer,DevOps Engineer,0.8049,True,False,"CI/CD,Docker,Git,Kubernetes",AWS,ok
1079,Product Manager,Product Manager,0.8767,True,False,"Agile,Stakeholder Management,SQL",Excel,ok
1633,Business Analyst,Data Analyst,0.7981,False,False,"Power BI,Statistics,Python,Data Visualization",SQL,ok
1370,Data Analyst,Data Analyst,0.923,True,False,"Power BI,Statistics,Python,Data Visualization",SQL,ok
1220,Business Analyst,Business Analyst,0.8256,True,False,"Excel,SQL,Power BI,Communication,Data Visualization",,ok
1260,Data Scientist,Data Scientist,0.7969,True,False,"Statistics,Machine Learning,Pandas,Python",Deep Learning,ok
1085,Data Analyst,Data Analyst,0.7948,True,False,"Data Visualization,Statistics,Python","Excel,SQL",ok
1246,Data Scientist,Data Scientist,0.9041,True,False,"Pandas,Statistics,Machine Learning,Deep Learning,SQL",,ok
1792,ML Engineer,ML Engineer,0.924,True,False,"TensorFlow,Machine Learning,SQL,Python",,ok
1301,QA Engineer,QA Engineer,0.6676,True,False,"Manual Testing,Selenium,SQL,Java",Test Automation,ok
1264,Backend Developer,Backend Developer,0.8551,True,False,"Microservices,Spring Boot,SQL",Java,ok
1033,Frontend Developer,Frontend Developer,0.8022,True,False,"Git,JavaScript,TypeScript,CSS",,ok
1135,Data Analyst,Data Analyst,0.8483,True,False,"SQL,Power BI,Excel,Python",,ok
1492,Frontend Developer,Frontend Developer,0.9189,True,False,"Git,JavaScript,TypeScript,CSS",,ok
1120,Data Analyst,Business Analyst,1.0,False,False,"SQL,Data Visualization,Power BI,Statistics",,ok
1368,Data Scientist,Data Scientist,0.8701,True,False,"Statistics,Machine Learning,Deep Learning",,ok
1028,ML Engineer,ML Engineer,0.9124,True,False,"Python,SQL,Docker,TensorFlow",,ok
1106,Frontend Developer,Frontend Developer,0.8708,True,False,"JavaScript,Git,TypeScript,CSS,HTML",,ok
1306,Backend Developer,Backend Developer,0.9756,True,False,"Spring Boot,Microservices,REST API,Java,Git",,ok
1584,Frontend Developer,Frontend Developer,0.8851,True,False,"React,HTML,CSS,JavaScript",,ok
1746,Data Scientist,Data Scientist,0.8295,True,False,"Statistics,Machine Learning,Deep Learning",,ok
1209,Frontend Developer,Frontend Developer,0.8243,True,False,"React,Git,TypeScript",,ok
1750,Full Stack Developer,Full Stack Developer,0.8873,True,False,"Node.js,REST API,React",,ok
1133,Backend Developer,Backend Developer,0.7523,True,False,"REST API,Microservices,SQL","Spring Boot,Git",ok
1288,DevOps Engineer,DevOps Engineer,0.8239,True,False,"AWS,Docker,CI/CD",Git,ok
1500,Product Manager,Product Manager,1.0,True,False,"Agile,Roadmapping,Excel,Communication",,ok
1636,DevOps Engineer,DevOps Engineer,0.8639,True,False,"Git,AWS,Kubernetes",,ok
1290,ML Engineer,ML Engineer,0.9759,True,False,"Python,TensorFlow,Docker,Deep Learning,Machine Learning",,ok
1657,Backend Developer,Backend Developer,0.6885,True,False,"Microservices,Java,Git",REST API,ok
1557,Business Analyst,Data Analyst,0.8863,False,False,"Python,Excel,Statistics,Power BI",,ok
1308,ML Engineer,ML Engineer,0.8037,True,False,"TensorFlow,Docker,Deep Learning,Machine Learning",Python,ok
1498,Product Manager,Product Manager,0.8496,True,False,"Agile,Roadmapping,Communication",,ok
1027,ML Engineer,ML Engineer,0.9099,True,False,"TensorFlow,Docker,Deep Learning,Machine Learning",Python,ok
1422,Data Analyst,Data Analyst,0.8262,True,False,"Statistics,Python,Excel,SQL",Data Visualization,ok
1383,ML Engineer,ML Engineer,0.7754,True,False,"SQL,Python,Deep Learning",,ok
1706,ML Engineer,ML Engineer,0.9759,True,False,"Python,TensorFlow,Docker,Deep Learning,Machine Learning",,ok
1397,ML Engineer,ML Engineer,0.8541,True,False,"Python,SQL,Docker,TensorFlow",,ok
1562,DevOps Engineer,DevOps Engineer,0.9259,True,False,"Kubernetes,CI/CD,Docker,Git,Linux",,ok
1780,ML Engineer,ML Engineer,0.8729,True,False,"Machine Learning,Docker,Deep Learning",Python,ok
1102,ML Engineer,ML Engineer,1.0,True,False,"Python,TensorFlow,Docker,Deep Learning,Machine Learning",,ok
1537,Backend Developer,Backend Developer,0.9109,True,False,"Java,Microservices,Spring Boot,SQL",,ok
1637,DevOps Engineer,DevOps Engineer,0.6854,True,False,"Docker,Git,Kubernetes",Linux,ok
1481,DevOps Engineer,DevOps Engineer,0.8682,True,False,"Docker,AWS,Kubernetes",,ok
1100,QA Engineer,QA Engineer,0.6678,True,False,"Git,Selenium,SQL","Manual Testing,Test Automation",ok
1470,Frontend Developer,Frontend Developer,0.7314,True,False,"JavaScript,Git,TypeScript,HTML",CSS,ok
1372,Product Manager,Product Manager,0.9062,True,False,"Agile,Excel,Stakeholder Management,Roadmapping",,ok
1708,Frontend Developer,Frontend Developer,0.7952,True,False,"JavaScript,Git,TypeScript,HTML",CSS,ok
1771,DevOps Engineer,DevOps Engineer,0.7169,True,False,"Git,Kubernetes,Linux",Docker,ok
1686,QA Engineer,QA Engineer,0.9746,True,False,"Test Automation,Java,Manual Testing,Git,Selenium",,ok
1467,Product Manager,Product Manager,0.8084,True,False,"Agile,SQL,Stakeholder Management,Communication",Excel,ok
1363,Full Stack Developer,Full Stack Developer,0.7621,True,False,"Git,SQL,React",,ok
1173,Backend Developer,Backend Developer,0.8501,True,False,"Microservices,REST API,Java,Git",,ok
1139,Business Analyst,Business Analyst,1.0,True,False,"Excel,Communication,SQL",,ok
1542,Business Analyst,Business Analyst,1.0,True,False,"SQL,Data Visualization,Power BI,Statistics",,ok
1379,QA Engineer,QA Engineer,0.803,True,False,"Java,Manual Testing,Git,Selenium",Test Automation,ok
1568,Product Manager,Product Manager,0.9111,True,False,"Roadmapping,Communication,Excel",SQL,ok
1214,ML Engineer,ML Engineer,0.8774,True,False,"Python,TensorFlow,Docker,Deep Learning,Machine Learning",,ok
1713,ML Engineer,ML Engineer,0.6945,True,False,"TensorFlow,Docker,Machine Learning","Python,Deep Learning",ok
1561,ML Engineer,ML Engineer,0.8635,True,False,"TensorFlow,Machine Learning,SQL,Python",,ok
1010,Data Scientist,Data Scientist,0.9086,True,False,"Statistics,Machine Learning,Pandas,Deep Learning,Python",,ok
1011,QA Engineer,QA Engineer,0.6254,True,False,"Test Automation,SQL,Manual Testing",Java,ok
1289,Product Manager,Product Manager,0.9062,True,False,"Agile,Excel,Stakeholder Management,Roadmapping",,ok
1442,Business Analyst,Business Analyst,0.7471,True,False,"Communication,Excel,Statistics",,ok
1119,Backend Developer,Backend Developer,0.863,True,False,"Microservices,REST API,Java,Git",,ok
1585,Backend Developer,Backend Developer,0.8271,True,False,"Spring Boot,REST API,SQL,Java",Git,ok
1727,Data Analyst,Business Analyst,0.8538,False,False,"Power BI,SQL,Data Visualization",Excel,ok
1475,Frontend Developer,Frontend Developer,0.8401,True,False,"React,HTML,CSS,JavaScript",,ok
1050,QA Engineer,QA Engineer,0.7503,True,False,"SQL,Git,Manual Testing",,ok
1026,ML Engineer,ML Engineer,0.8711,True,False,"TensorFlow,Machine Learning,SQL,Python",,ok
1155,Business Analyst,Business Analyst,0.9246,True,False,"SQL,Data Visualization,Power BI,Statistics",,ok
1579,Data Analyst,Business Analyst,0.9246,False,False,"SQL,Data Visualization,Power BI,Statistics",,ok
1496,Business Analyst,Business Analyst,0.9333,True,False,"Excel,SQL,Power BI,Communication,Data Visualization",,ok
1571,ML Engineer,ML Engineer,1.0,True,False,"SQL,Python,Deep Learning",,ok
1439,Backend Developer,Backend Developer,0.9756,True,False,"Spring Boot,Microservices,REST API,Java,Git",,ok
1145,QA Engineer,QA Engineer,0.8872,True,False,"Test Automation,Java,Manual Testing,Git,Selenium",,ok
1333,Product Manager,Product Manager,1.0,True,False,"Excel,Agile,SQL,Stakeholder Management,Communication",,ok
1795,Product Manager,Product Manager,0.9062,True,False,"Agile,Excel,Stakeholder Management,Roadmapping",,ok
1113,ML Engineer,ML Engineer,1.0,True,False,"Machine Learning,Docker,Python,Deep Learning",,ok
1705,Data Scientist,Data Scientist,0.8597,True,False,"Pandas,Statistics,Machine Learning,Deep Learning",SQL,ok
1534,Full Stack Developer,Full Stack Developer,0.9382,True,False,"Git,REST API,Node.js,React,JavaScript",,ok
1168,ML Engineer,ML Engineer,1.0,True,False,"Python,TensorFlow,Docker,Deep Learning,Machine Learning",,ok
1337,DevOps Engineer,DevOps Engineer,1.0,True,False,"AWS,CI/CD,Docker,Git,Kubernetes",,ok
1147,Full Stack Developer,Full Stack Developer,0.9297,True,False,"SQL,React,Node.js,Git",,ok
1523,Product Manager,Product Manager,0.6105,True,False,"SQL,Roadmapping,Communication",Excel,ok
1501,ML Engineer,ML Engineer,0.8141,True,False,"Python,TensorFlow,Deep Learning,Machine Learning",Docker,ok
1520,ML Engineer,ML Engineer,0.8948,True,False,"Machine Learning,Docker,Python,Deep Learning",,ok
1607,DevOps Engineer,DevOps Engineer,0.8434,True,False,"Kubernetes,CI/CD,Docker,Linux",Git,ok
1412,ML Engineer,ML Engineer,0.9759,True,False,"Python,TensorFlow,Docker,Deep Learning,Machine Learning",,ok
1737,ML Engineer,ML Engineer,0.7016,True,False,"SQL,Docker,TensorFlow",Python,ok
1519,Frontend Developer,Frontend Developer,1.0,True,False,"Git,JavaScript,TypeScript,CSS",,ok
1587,DevOps Engineer,DevOps Engineer,0.9143,True,False,"AWS,CI/CD,Docker,Git,Kubernetes",,ok
1215,Product Manager,Product Manager,0.8026,True,False,"Agile,Excel,Stakeholder Management,Roadmapping",,ok
1398,QA Engineer,QA Engineer,0.8411,True,False,"Git,Selenium,SQL,Manual Testing",Test Automation,ok
1502,Full Stack Developer,Full Stack Developer,0.9282,True,False,"Git,REST API,Node.js,React,JavaScript",,ok
1345,DevOps Engineer,DevOps Engineer,0.8298,True,False,"Linux,CI/CD,AWS","Git,Docker",ok
1156,Data Analyst,Data Analyst,0.9688,True,False,"Python,Data Visualization,Excel,Statistics,Power BI",,ok
1743,Data Analyst,Data Analyst,0.8364,True,False,"SQL,Power BI,Python",Excel,ok
1317,Frontend Developer,Frontend Developer,0.8219,True,False,"Git,TypeScript,CSS,HTML",JavaScript,ok
1472,Data Analyst,Data Analyst,0.7906,True,False,"Power BI,Python,Data Visualization","Statistics,SQL",ok
1465,Frontend Developer,Frontend Developer,0.842,True,False,"React,HTML,CSS,JavaScript",,ok
1696,QA Engineer,QA Engineer,0.9072,True,False,"Test Automation,Manual Testing,Selenium",Git,ok
1586,ML Engineer,ML Engineer,0.9166,True,False,"TensorFlow,Machine Learning,SQL,Python",,ok
1612,Data Analyst,Business Analyst,0.8201,False,False,"Power BI,SQL,Data Visualization,Excel",,ok
1184,QA Engineer,QA Engineer,1.0,True,False,"Test Automation,Java,Manual Testing,Git,Selenium",,ok
1720,Data Scientist,Data Scientist,1.0,True,False,"Pandas,Machine Learning,Deep Learning,Python,SQL",,ok
1268,QA Engineer,QA Engineer,0.8266,True,False,"Java,Manual Testing,Git,Selenium",Test Automation,ok
1456,DevOps Engineer,DevOps Engineer,0.8711,True,False,"Git,Kubernetes,Linux",Docker,ok
1605,Frontend Developer,Frontend Developer,0.8993,True,False,"JavaScript,Git,TypeScript,CSS,HTML",,ok
1087,Data Scientist,Data Scientist,1.0,True,False,"Statistics,Machine Learning,Deep Learning",,ok
1051,Data Analyst,Data Analyst,0.9688,True,False,"Python,Data Visualization,Excel,Statistics,Power BI",,ok
1754,Data Analyst,Data Analyst,0.8172,True,False,"Statistics,SQL,Python,Power BI",,ok
1781,Frontend Developer,Frontend Developer,0.6577,True,False,"React,HTML,CSS",JavaScript,ok
1038,Full Stack Developer,Full Stack Developer,0.6119,True,False,"Git,JavaScript",SQL,ok
1058,DevOps Engineer,DevOps Engineer,0.9252,True,False,"Kubernetes,CI/CD,Docker,Git,Linux",,ok
1740,Product Manager,Product Manager,0.9295,True,False,"Agile,Roadmapping,Excel,Communication",,ok
1508,Data Analyst,Data Analyst,0.9688,True,False,"Python,Data Visualization,Excel,Statistics,Power BI",,ok
1189,Backend Developer,Backend Developer,1.0,True,False,"REST API,Spring Boot,Microservices,SQL,Git",,ok
1366,Full Stack Developer,Full Stack Developer,0.7533,True,False,"Node.js,REST API",React,ok
1037,Business Analyst,Data Analyst,0.9049,False,False,"Power BI,Statistics,Python,SQL,Data Visualization",,ok
1539,Full Stack Developer,Full Stack Developer,0.9118,True,False,"Git,REST API,Node.js,React,JavaScript",,ok
1248,DevOps Engineer,DevOps Engineer,0.6716,True,False,"Docker,Git,Kubernetes",Linux,ok
1406,DevOps Engineer,DevOps Engineer,0.9252,True,False,"Kubernetes,CI/CD,Docker,Git,Linux",,ok
1716,Backend Developer,Backend Developer,0.9679,True,False,"Microservices,REST API,Java,Git",,ok
1661,Data Analyst,Data Analyst,0.9585,True,False,"Python,Excel,Statistics,Power BI",,ok
1438,Frontend Developer,Frontend Developer,0.833,True,False,"React,HTML,CSS,JavaScript",,ok
1597,QA Engineer,QA Engineer,1.0,True,False,"Manual Testing,Selenium,Test Automation,SQL,Java",,ok
1234,Full Stack Developer,Full Stack Developer,0.8792,True,False,"Git,Node.js,React",,ok
1318,Backend Developer,Backend Developer,0.9067,True,False,"Spring Boot,Microservices,REST API,Java,Git",,ok
1670,QA Engineer,QA Engineer,0.8554,True,False,"Java,Manual Testing,Git,Selenium",Test Automation,ok
1263,Business Analyst,Business Analyst,0.8839,True,False,"Statistics,Communication,Power BI",,ok
1558,QA Engineer,DevOps Engineer,0.5771,False,False,"AWS,CI/CD","Docker,Git",ok
1066,Data Scientist,Data Scientist,1.0,True,False,"Deep Learning,SQL,Statistics,Python",,ok
1404,Data Analyst,Data Analyst,0.6499,True,False,"Data Visualization,Python,Excel","Statistics,SQL",ok
1178,Data Analyst,Data Analyst,0.9688,True,False,"Python,Data Visualization,Excel,Statistics,Power BI",,ok
1164,Full Stack Developer,Full Stack Developer,0.6396,True,False,"React,JavaScript",Git,ok
1008,ML Engineer,ML Engineer,0.9124,True,False,"Python,SQL,Docker,TensorFlow",,ok
1310,Data Scientist,Data Scientist,0.9009,True,False,"Statistics,Machine Learning,Pandas,Deep Learning,Python",,ok
1675,Data Analyst,Data Analyst,0.9688,True,False,"Python,Data Visualization,Excel,Statistics,Power BI",,ok
1655,Product Manager,Product Manager,0.8096,True,False,"Excel,Stakeholder Management,SQL",Agile,ok
1462,Product Manager,Product Manager,0.9713,True,False,"Agile,Roadmapping,Excel,Communication",,ok
1617,ML Engineer,ML Engineer,0.9643,True,False,"Machine Learning,Docker,Python,Deep Learning",,ok
1668,Business Analyst,Business Analyst,0.8157,True,False,"Excel,SQL,Power BI,Communication,Data Visualization",,ok
1573,Data Scientist,Data Scientist,0.8479,True,False,"Statistics,Machine Learning,Pandas,Deep Learning,Python",,ok
1167,Data Scientist,Data Scientist,0.8882,True,False,"Statistics,Machine Learning,Deep Learning",,ok
1047,ML Engineer,ML Engineer,0.9643,True,False,"Machine Learning,Docker,Python,Deep Learning",,ok
1072,Business Analyst,Business Analyst,0.7985,True,False,"Statistics,Communication,Power BI",,ok
1797,QA Engineer,QA Engineer,0.5637,True,False,"Test Automation,Java,Git","Manual Testing,Selenium",ok
1200,Full Stack Developer,Full Stack Developer,0.6359,True,False,"SQL,Node.js","React,Git",ok
1399,Product Manager,Product Manager,0.8389,True,False,"Excel,Agile,Stakeholder Management,SQL",,ok
1361,ML Engineer,ML Engineer,0.9249,True,False,"Machine Learning,Docker,Python,Deep Learning",,ok
1454,QA Engineer,QA Engineer,0.9562,True,False,"Test Automation,Java,SQL,Manual Testing",,ok
1760,Full Stack Developer,Full Stack Developer,0.8489,True,False,"SQL,React,Node.js",Git,ok
1351,Frontend Developer,Frontend Developer,0.7614,True,False,"Git,TypeScript,CSS,HTML",JavaScript,ok
1421,Data Scientist,Data Scientist,0.7803,True,False,"Statistics,Machine Learning,Pandas,Python",Deep Learning,ok
1385,ML Engineer,ML Engineer,1.0,True,False,"Docker,Python,SQL",,ok
1730,Backend Developer,Backend Developer,0.9736,True,False,"Java,Microservices,Spring Boot,REST API",,ok
1692,Data Scientist,Data Scientist,0.9086,True,False,"Statistics,Machine Learning,Pandas,Deep Learning,Python",,ok
1307,Frontend Developer,Frontend Developer,0.7188,True,False,"JavaScript,Git,TypeScript,HTML",CSS,ok
1417,Data Analyst,Data Analyst,0.8005,True,False,"Statistics,SQL,Python",Power BI,ok
1595,Data Analyst,Business Analyst,1.0,False,False,"Power BI,SQL,Data Visualization,Excel",,ok
1112,Product Manager,Product Manager,0.8566,True,False,"Agile,Excel,Stakeholder Management,Roadmapping",,ok
1699,Data Scientist,Data Scientist,1.0,True,False,"Pandas,Machine Learning,Deep Learning,Python,SQL",,ok
