age,income,credit_limit,transaction_amount,num_transactions_30d,account_age_months,num_prev_disputes,merchant_category,country_match,time_of_day_hour,is_weekend,card_present,distance_from_home_km,is_fraud
53.0,146156.0,66846.18463383353,1731.0,13,154,4,food,1,10,0,1,82.56087308939686,0
32.0,105811.0,26995.952759034826,1433.0,23,57,3,electronics,1,13,0,1,26.15530662041752,0
42.0,148768.0,32007.713578828116,4963.0,57,37,3,online,1,12,0,1,38.20474693543967,1
64.0,80103.0,31230.437622053974,3000.0,62,16,2,retail,1,3,1,1,168.28486423115734,0
45.0,95812.0,41636.66045580369,1205.0,54,37,3,retail,1,1,1,1,17.645654048701356,0
,66627.0,29648.73841528724,,20,76,3,food,1,1,0,1,14.257212184277298,1
47.0,131122.0,29685.870855448826,4375.0,52,152,0,online,1,10,0,1,61.99713352653576,0
62.0,128032.0,56447.38274813309,1254.0,23,26,0,travel,1,21,0,0,73.73142616485913,0
48.0,44008.0,5121.368409610477,3233.0,35,20,1,retail,1,4,0,0,26.788277993566407,1
36.0,96274.0,11539.84417151719,3480.0,67,137,2,food,1,8,0,1,11.97501217018395,0
35.0,,20964.460684179707,4177.0,34,215,0,retail,1,19,0,1,75.46213324933946,0
67.0,,7514.5528587731105,3979.0,33,103,2,retail,1,20,1,1,55.507868157234206,0
71.0,30793.0,7077.576050373362,1316.0,46,29,2,retail,1,16,0,1,104.46562550133125,0
64.0,127827.0,47181.25178159422,2131.0,45,31,4,food,1,11,0,1,92.9997092288327,0
72.0,30571.0,7181.334511709501,2412.0,19,19,2,food,1,17,0,1,11.482935478561789,0
23.0,121867.0,20941.61462590407,506.0,15,148,4,electronics,0,2,0,0,89.29061347313912,0
57.0,41209.0,8758.571110389985,3409.0,78,215,1,electronics,1,4,0,1,9.62912550607,0
71.0,138550.0,39213.82491331894,3616.0,66,235,1,electronics,1,20,0,1,99.64627908801434,0
27.0,115930.0,33637.59288454443,919.0,39,27,1,retail,1,19,1,0,73.55361549236086,0
41.0,68148.0,28158.75990633965,382.0,18,94,4,online,1,13,0,1,42.1823519705217,0
29.0,116218.0,46494.32320722862,4467.0,70,85,4,food,0,15,0,1,51.39208452715926,1
59.0,27224.0,7696.963164494489,1354.0,59,44,1,electronics,1,18,0,1,5.495167093975832,0
38.0,131693.0,57716.6880819458,333.0,32,163,4,online,1,8,1,1,2.0351199526836954,0
24.0,73695.0,10736.982371397167,2441.0,21,113,3,electronics,1,16,0,1,20.07216594779305,1
45.0,145779.0,29467.96241720761,4680.0,40,199,3,electronics,1,21,0,1,86.13195748996009,1
34.0,134988.0,58205.55474209677,4841.0,27,150,4,,1,6,1,1,31.34789861343975,0
70.0,133944.0,33646.413403896586,2794.0,2,74,4,electronics,1,9,0,1,12.6411087213746,0
29.0,57441.0,28288.119967470833,2403.0,39,87,0,retail,1,3,1,1,89.9539797793728,0
46.0,131966.0,37808.43222004094,3930.0,56,143,0,retail,1,9,0,1,12.979178521341511,0
73.0,64129.0,26727.315826017293,1225.0,13,94,2,retail,1,2,0,1,84.5035897852968,0
22.0,125252.0,32681.10461888994,1705.0,56,98,2,travel,1,23,0,0,30.163452831766623,0
40.0,87368.0,23587.735621378564,1917.0,66,141,2,electronics,1,8,0,1,31.13395935830389,0
48.0,135395.0,34275.68549061681,4824.0,78,132,1,travel,1,12,0,1,15.922159736456276,1
67.0,117122.0,45400.029930186916,790.0,56,210,3,food,1,0,0,1,115.21634089550885,0
27.0,69760.0,22253.939036810087,1029.0,28,56,1,online,1,14,0,1,4.648835386636221,0
64.0,48478.0,23148.790113166317,3275.0,64,151,4,food,1,14,1,1,,0
28.0,96854.0,19405.292287037675,1413.0,71,97,0,travel,1,10,0,1,50.51424453455839,0
67.0,119230.0,16719.03781852363,1436.0,64,98,4,retail,0,9,0,1,94.89443593308228,0
55.0,110716.0,28487.735433697886,673.0,56,34,4,electronics,1,6,0,1,5.015953931159936,0
34.0,37180.0,12889.751388122851,2657.0,41,100,0,electronics,0,0,0,1,66.16640052536368,1
37.0,123538.0,54890.35162746657,20.0,41,227,4,retail,1,6,0,0,67.83901743863039,0
56.0,40372.0,9627.864283623276,1048.0,4,145,2,electronics,1,4,1,1,43.55663519722139,1
70.0,54796.0,19809.559525846398,2835.0,57,156,0,online,1,22,0,1,33.34747268743209,0
60.0,83272.0,19991.8978264662,3013.0,30,14,4,online,1,15,0,0,19.363170382613525,0
24.0,143295.0,49707.29205807635,4690.0,46,162,2,online,1,7,0,1,21.651718006320998,0
22.0,114963.0,52184.370405793896,1085.0,56,112,2,food,1,21,0,1,56.10942261985416,0
26.0,123826.0,23841.836564165435,3098.0,31,75,3,retail,1,1,1,1,3.3758030119442193,1
74.0,145592.0,38100.939663059224,1799.0,7,185,2,online,1,7,0,1,43.96600572509077,0
62.0,118635.0,58997.9066313772,3046.0,77,205,1,travel,0,13,0,1,16.337238581227172,1
24.0,136022.0,60859.34563861926,4848.0,54,97,0,online,1,3,0,1,31.42473754025496,1
74.0,79040.0,25755.65374724632,3663.0,8,121,0,food,0,23,0,0,40.93320939685159,1
49.0,100357.0,30774.578094287805,3185.0,55,55,0,travel,1,14,0,1,108.42865363449555,0
38.0,96368.0,20607.347856775003,4309.0,69,194,4,retail,1,6,1,0,43.265017157361754,1
46.0,103356.0,31718.27904347697,1086.0,44,226,4,retail,1,19,1,1,12.884134166023053,0
64.0,41211.0,18102.863090245963,983.0,13,117,1,online,1,7,0,1,4.139711528995488,0
54.0,130426.0,48788.428427507126,1875.0,20,93,2,travel,1,10,1,1,49.30728797648122,0
30.0,30842.0,6662.415166826186,3135.0,78,37,4,travel,1,1,0,1,39.3782115647654,0
56.0,88115.0,15912.297361452822,,32,196,2,online,1,8,0,1,55.70628456883664,0
34.0,,12365.0048879239,3416.0,60,204,2,online,1,5,0,1,30.753465862997665,0
51.0,70968.0,11915.788401778445,1168.0,50,26,4,electronics,1,22,0,0,87.1844345686111,1
68.0,42508.0,5876.997882630448,3139.0,27,189,4,electronics,1,0,0,1,126.39885991975974,0
35.0,47005.0,12581.098351859519,114.0,25,220,1,online,1,2,1,1,2.0413300506904952,0
28.0,79575.0,11563.826407996861,3577.0,52,67,3,food,1,9,0,1,68.14579617677113,0
34.0,105742.0,17845.551071671787,4358.0,68,84,0,electronics,1,4,1,0,1.7896779548542776,1
43.0,43971.0,14023.665478036619,4400.0,21,202,4,online,1,11,1,1,29.448069549664503,0
60.0,50599.0,8391.323459969914,1191.0,18,180,4,travel,1,22,0,1,30.957973767808443,0
41.0,112592.0,14136.140309832088,4654.0,39,18,2,electronics,0,0,1,1,59.572312433470806,1
36.0,91914.0,20860.391504585215,3148.0,15,181,3,food,1,8,0,1,21.724357507585243,0
65.0,143062.0,26913.91635482237,4404.0,53,191,4,retail,1,20,0,1,85.99092212034611,1
38.0,92055.0,28180.06763232894,3544.0,38,181,3,travel,1,12,0,1,20.993218428836283,0
67.0,112697.0,15884.285332509578,4206.0,48,27,0,food,1,18,0,1,20.966886095167325,0
73.0,131239.0,52588.558561890546,3137.0,52,31,2,food,1,6,0,1,12.6003477505943,0
44.0,129397.0,59845.25948573945,1784.0,72,219,1,food,1,15,0,0,57.57992937497636,0
46.0,148106.0,58853.483949582456,3824.0,28,106,0,travel,1,7,1,1,3.983946844065142,0
45.0,,18787.848897633463,4979.0,16,129,3,food,1,18,0,1,22.553605210273993,1
65.0,79120.0,35150.41522397464,101.0,16,6,3,retail,1,6,0,1,15.523026896446307,0
61.0,99619.0,37652.729630181595,456.0,35,11,0,electronics,1,22,0,1,13.025116229286427,0
49.0,63342.0,6601.53167929597,118.0,17,162,3,travel,1,3,0,1,3.1461016671888045,1
35.0,110992.0,28595.54169469906,4422.0,73,231,1,food,1,9,0,1,10.559706279170253,0
65.0,103860.0,45737.945708956104,3249.0,52,212,1,online,1,0,1,1,29.55159316122213,0
21.0,27257.0,6496.529956732767,4063.0,12,191,3,electronics,1,16,0,1,35.03291142620762,1
45.0,52364.0,5974.002938596205,4547.0,48,181,3,travel,1,20,0,0,15.701622294069148,1
27.0,49972.0,19912.43555909366,1255.0,22,213,1,online,1,12,1,1,52.525905255645675,0
29.0,136715.0,57531.76484868896,2730.0,49,213,3,online,1,18,1,1,20.458096973096804,0
44.0,51654.0,8483.522689506824,287.0,52,18,4,food,1,12,0,1,22.883665116786823,0
21.0,105769.0,33310.48680424258,3066.0,79,21,2,travel,1,8,0,1,,1
64.0,106423.0,18813.68947369685,4674.0,1,19,4,food,1,4,1,1,40.1443883396131,1
28.0,54320.0,21059.52545699122,2932.0,66,4,3,retail,1,22,1,1,153.06674263698875,1
44.0,45808.0,9556.473300308106,2523.0,64,77,3,online,1,0,0,1,22.259791263249845,0
31.0,77389.0,17527.528848021422,848.0,8,210,2,retail,1,1,0,1,87.9666941510626,0
71.0,120690.0,52860.81293032954,2811.0,25,116,3,food,1,10,0,1,67.03499552043243,0
37.0,143581.0,41714.43586088781,39.0,66,157,2,electronics,1,3,0,0,110.44969560105133,0
28.0,59773.0,21990.59312506733,1267.0,73,25,1,online,1,8,1,1,,0
,76168.0,19875.980210971564,374.0,73,184,2,electronics,1,4,0,1,0.3853067102449177,0
55.0,52747.0,11562.287078559608,1810.0,77,77,2,travel,1,4,1,1,,0
53.0,101396.0,35507.98936592759,,70,191,4,online,1,7,0,1,56.09488835054945,0
25.0,,9716.58177789171,4803.0,79,155,3,retail,1,1,1,1,24.731200717350454,1
62.0,132692.0,33066.83767241528,2188.0,51,188,1,electronics,1,6,0,1,85.4974828266869,0
59.0,108692.0,19957.461467020268,2860.0,53,211,0,travel,1,16,1,1,0.6026083062458676,0
61.0,82505.0,31213.125498978487,2846.0,15,49,2,online,1,10,1,1,,0
48.0,110896.0,52973.193334891985,4456.0,50,65,0,travel,1,14,0,1,7.2652789008664005,0
27.0,43135.0,21490.046242145756,189.0,71,166,3,retail,1,2,0,1,17.142056831207796,0
29.0,115887.0,32461.19149265785,3883.0,75,83,2,online,1,12,0,1,173.81469253211523,0
28.0,147118.0,29572.506345013775,3970.0,38,180,0,travel,1,17,0,0,2.6488467852025077,0
32.0,121035.0,33542.64113778667,1196.0,40,1,4,food,1,19,1,1,21.46540117197523,0
54.0,,26334.465839105374,3969.0,66,168,0,online,1,19,0,1,4.415817348826339,1
53.0,48554.0,8856.359886566299,783.0,39,81,4,online,1,2,1,1,96.07213868137696,1
68.0,87491.0,42069.02026350638,4615.0,74,21,1,online,1,1,0,1,60.703871314534496,1
43.0,80621.0,19086.72405851029,4470.0,17,86,3,online,1,4,0,0,80.55631379983558,1
44.0,139667.0,69040.3958817783,362.0,7,15,0,food,0,19,0,1,37.462549955907505,0
57.0,83283.0,36265.04559219639,4517.0,39,50,2,retail,1,4,0,1,22.13654819641084,1
55.0,110140.0,46636.38345239743,4840.0,68,231,3,food,1,12,0,1,0.11381041012910335,0
64.0,41923.0,9523.307055438947,3038.0,35,48,0,food,1,7,1,1,16.281473465797205,0
60.0,72591.0,7513.95863700486,127.0,51,231,2,travel,1,15,1,1,36.13431446668017,0
42.0,87261.0,22064.219902825807,491.0,47,160,2,electronics,1,17,0,1,54.586109472011515,0
47.0,141149.0,31154.93628740782,4297.0,36,49,2,electronics,1,15,0,1,12.999287164469964,0
55.0,79336.0,9120.371052428938,2647.0,64,196,2,travel,1,0,0,1,7.47728100397011,0
21.0,99083.0,29937.542284150808,116.0,13,108,0,food,1,7,0,1,11.258208446250642,0
55.0,85948.0,22450.69405685146,4487.0,18,45,1,travel,1,20,0,0,21.853675460297424,1
57.0,134819.0,47702.00736977786,4888.0,21,32,4,online,0,1,0,1,8.030642725463878,1
67.0,58002.0,20212.219623960485,253.0,65,132,4,travel,1,23,1,1,8.528582965307804,0
34.0,105098.0,15585.891975787717,2642.0,8,193,4,travel,1,4,0,0,2.2368835813906944,1
23.0,141236.0,69316.68234909588,4573.0,48,97,1,online,1,14,0,0,97.1495387529312,0
21.0,98016.0,17130.508395253146,875.0,43,199,2,electronics,1,13,1,1,12.407597541892654,0
25.0,51672.0,14370.479763056726,2991.0,53,201,2,online,1,2,0,1,86.27118918390175,1
46.0,29213.0,8625.051118531881,1571.0,27,193,3,retail,1,6,1,1,28.84020449076162,0
34.0,35293.0,15007.470120831178,613.0,19,80,4,travel,1,3,0,1,50.0431381490138,1
59.0,124977.0,17458.266892448268,3072.0,23,146,4,travel,1,10,0,0,3.9360447911617182,0
47.0,80860.0,21950.07056672075,4028.0,50,54,2,electronics,1,11,0,1,43.80310552186681,0
29.0,87507.0,30750.0357643438,2025.0,51,127,4,food,1,14,0,1,17.12419172819672,1
35.0,82134.0,15282.036730588072,1668.0,43,175,2,online,1,5,0,0,5.002617731443921,0
35.0,27100.0,9511.752022624229,3390.0,51,134,2,food,1,23,0,1,119.42485163904402,0
46.0,135153.0,63449.72951573929,3777.0,69,66,2,retail,1,0,0,0,46.270111079270734,1
62.0,86997.0,43412.13394305168,3780.0,41,137,0,online,1,17,0,0,13.834312583607932,0
33.0,53172.0,6007.395462045523,1623.0,72,196,0,retail,1,13,0,1,27.20602407264393,0
71.0,45132.0,8766.227166855515,4965.0,11,109,0,retail,1,23,1,1,22.072762716550454,0
52.0,142861.0,32018.413947647077,1889.0,52,23,0,retail,1,6,1,1,60.295344649813764,0
59.0,43199.0,11216.639365248837,4118.0,23,107,1,online,1,9,0,0,46.75242520458386,0
69.0,61609.0,12130.988488655974,2356.0,49,237,3,online,1,8,1,0,0.9990231345540396,1
72.0,67965.0,12328.524619980726,1109.0,38,171,3,electronics,1,1,0,1,11.021548534784255,0
52.0,33016.0,15907.819864502473,1084.0,47,51,2,travel,1,7,0,1,32.516643935253306,0
24.0,64779.0,30278.26436234855,796.0,72,72,4,food,1,21,0,1,29.483142494690128,0
50.0,127797.0,15181.900260278162,158.0,7,103,0,food,1,0,1,1,36.353286475231265,0
57.0,56881.0,13396.909392762147,1764.0,66,153,3,retail,1,19,1,1,62.73012880542225,0
43.0,107594.0,28196.02139378979,2179.0,77,80,3,online,0,1,0,1,57.286609688328426,1
59.0,49472.0,9677.01082359742,3766.0,62,163,0,online,1,6,0,1,23.325560513688135,0
65.0,131882.0,46363.006160237834,1189.0,29,145,1,retail,1,15,0,1,105.01554108133406,0
35.0,125462.0,44683.57969419192,3319.0,38,18,1,travel,1,21,0,0,3.2500018048819377,0
63.0,76813.0,33813.21251624181,2433.0,33,155,3,food,1,3,0,1,43.9148239960109,1
49.0,125368.0,49689.319375567204,,29,143,1,electronics,1,20,0,1,149.47309126800738,0
56.0,61021.0,19345.446793915835,4597.0,79,81,0,travel,1,16,0,1,39.82342637296282,0
33.0,79131.0,28600.689880154,934.0,23,107,3,online,1,3,0,0,30.35822753530711,0
52.0,49087.0,10288.414927840851,1613.0,3,69,0,retail,1,2,1,1,7.188760588966392,0
27.0,37828.0,12756.451821634084,3062.0,45,80,1,food,1,8,0,1,83.08634703358689,0
71.0,86610.0,25609.789013556205,4228.0,8,143,0,retail,1,21,0,1,23.403865492814905,0
42.0,121664.0,18655.688508631556,4813.0,29,42,1,online,1,14,0,1,60.40672418643449,0
,148619.0,29280.575136593812,,2,238,1,retail,1,19,1,1,11.004092181854011,0
,26401.0,5720.499517000238,3490.0,50,34,0,food,1,2,0,1,2.1382358385674443,0
62.0,110179.0,51753.701515313514,3192.0,65,48,1,retail,1,11,0,1,18.22581266376699,0
,40193.0,7723.272078734822,2827.0,20,211,2,food,1,14,0,1,16.523484700982237,1
73.0,117389.0,25320.521003239213,3170.0,52,136,0,retail,0,19,0,1,103.36586828280883,1
26.0,69864.0,17308.22277782724,,37,239,2,retail,1,7,0,1,100.0033480274122,0
48.0,45307.0,16559.576903560166,4899.0,72,138,0,food,1,11,0,1,38.16713402445296,0
48.0,127518.0,18782.809332504967,721.0,27,5,1,retail,1,20,0,1,0.959087228369804,0
64.0,44611.0,21483.679949823938,2596.0,47,116,1,travel,1,12,0,1,12.95956826184243,0
64.0,68791.0,30696.503920615578,2658.0,6,176,3,electronics,1,14,0,0,50.94561041378213,1
40.0,36950.0,12226.253559072284,1727.0,60,117,3,travel,1,10,0,1,5.346331592801439,0
50.0,101240.0,37419.837479241054,4362.0,45,154,2,electronics,1,16,1,1,60.30245871110969,0
31.0,133647.0,14255.348800150294,880.0,44,214,1,travel,1,20,1,1,0.6017193288903622,0
48.0,102403.0,24123.884732002876,3584.0,18,108,3,electronics,0,23,0,0,57.36966476463369,0
45.0,27745.0,11604.737239880684,4914.0,65,23,1,retail,0,11,0,1,93.0680972433796,0
59.0,80243.0,10511.286506408971,280.0,25,62,0,food,1,19,1,1,31.670167999328708,0
53.0,28866.0,6146.30845533066,1553.0,27,13,3,food,1,17,1,1,88.32827305251827,0
21.0,57245.0,19126.62677519906,559.0,7,137,2,online,1,15,1,1,76.05480990517309,0
47.0,69724.0,14123.656777312408,4673.0,44,20,3,electronics,1,2,0,1,55.648617656428065,1
72.0,96354.0,45632.4054882884,4024.0,29,92,1,online,1,8,0,1,29.452808845384503,0
33.0,76374.0,11641.188747618751,4464.0,44,108,4,online,1,6,1,0,15.866121616522195,1
61.0,,25137.464589786683,1722.0,36,185,4,electronics,1,18,1,1,98.61515675115518,0
23.0,142480.0,43197.011849130016,3250.0,19,229,1,food,1,4,0,0,52.290136321763605,0
59.0,149577.0,59850.590581928634,1372.0,6,152,0,electronics,1,18,1,1,79.97854639393866,0
26.0,55116.0,12361.754414085495,4903.0,25,108,3,retail,1,9,1,0,40.144411362907036,1
28.0,106029.0,32423.22721741726,1294.0,31,33,4,online,1,19,0,1,9.429041330421093,0
47.0,118574.0,52496.75790323037,896.0,9,148,0,online,1,11,0,1,194.21538126017336,0
29.0,45447.0,13031.98358833909,2268.0,74,188,1,electronics,1,7,0,1,10.089823478927473,0
57.0,55431.0,13518.952666219262,4392.0,37,176,0,online,1,2,0,0,121.09180460559618,1
53.0,42908.0,13492.94212533296,1795.0,27,64,1,food,1,18,1,1,11.668448031488445,0
71.0,54336.0,21025.04901959361,4848.0,13,30,3,online,1,10,0,1,23.400236758030147,1
62.0,65992.0,18307.852918454875,3553.0,41,108,0,electronics,1,7,1,1,28.998375722915,0
64.0,80350.0,38210.50598107266,305.0,66,73,3,food,1,12,1,0,127.153907472717,0
44.0,94561.0,20612.248826907165,2063.0,24,109,0,food,0,22,0,1,109.55154679060477,1
35.0,142254.0,41280.03993279283,2607.0,44,145,1,online,1,22,0,1,86.64273946978066,0
74.0,76955.0,30995.24720984825,690.0,60,100,1,electronics,1,9,0,0,23.63437317511507,0
52.0,86240.0,32395.92113774168,4900.0,9,14,0,online,1,17,0,0,0.22516859015878332,0
52.0,45093.0,20086.966390658727,4308.0,2,19,1,retail,1,11,0,1,57.21972198935259,1
44.0,31155.0,15537.73600964798,334.0,56,71,2,retail,1,6,0,0,26.46253594431406,1
61.0,71607.0,19387.117740011996,2301.0,30,59,2,food,1,10,0,1,70.74666705089886,0
72.0,58487.0,8449.052602354624,4432.0,22,195,3,online,1,9,0,1,79.20119168706455,0
69.0,138194.0,15500.716892950531,996.0,75,97,2,retail,1,2,0,0,28.966234691559613,0
69.0,80668.0,31521.08250579324,3128.0,13,44,2,travel,1,6,0,1,68.93666397729035,0
72.0,45963.0,20665.216149745,770.0,71,160,4,retail,1,3,1,1,91.60947719034742,0
32.0,75124.0,14144.724922595404,3703.0,16,111,4,online,1,7,0,1,131.88620306168423,0
59.0,77870.0,12722.339462391194,1046.0,45,11,4,online,1,7,1,1,43.668187618234256,0
,81547.0,10183.75543945821,916.0,65,106,4,retail,1,5,1,1,75.36184216724423,0
23.0,,25744.870121212956,374.0,11,2,1,online,0,12,1,0,34.11677887794617,1
69.0,78554.0,17639.518762528827,3423.0,70,218,3,online,0,11,0,1,2.1277894393906607,1
57.0,45936.0,11974.53938632524,1079.0,20,125,3,travel,1,2,1,0,8.434036534872236,0
69.0,141895.0,42724.59537537838,4379.0,63,196,2,food,1,5,0,1,6.861167647364097,0
37.0,29426.0,12823.300347940098,2265.0,12,145,3,online,1,21,0,1,9.422953046895408,0
69.0,113839.0,41019.98124373516,3696.0,62,209,2,electronics,0,18,1,1,0.5132628773172764,0
22.0,135816.0,46995.8471075074,4229.0,42,220,3,food,1,10,0,1,97.84591398330284,1
22.0,52606.0,8957.162596112257,3091.0,69,94,0,food,1,3,1,1,41.065998659357184,0
48.0,72832.0,22233.85847720413,3268.0,58,168,0,electronics,1,14,0,0,24.156470067317446,0
74.0,53151.0,20524.386577625082,2117.0,5,215,3,retail,1,1,0,1,26.362900918137257,1
43.0,104303.0,51035.91195309175,2943.0,27,174,1,travel,1,14,0,1,31.120560205272252,0
57.0,36308.0,6555.864109967358,2839.0,28,216,2,online,1,16,1,0,3.8377621383612697,1
52.0,134781.0,13992.605067901552,451.0,26,93,3,retail,1,1,0,1,16.056111465867232,0
53.0,87522.0,11388.412828562108,1569.0,49,4,2,electronics,1,6,1,1,95.40110558198994,0
21.0,148523.0,37181.39427448924,1751.0,21,166,4,travel,1,15,0,1,68.06550149836792,0
39.0,70671.0,30262.58432034266,635.0,1,63,3,travel,1,4,0,0,41.43752599538,1
22.0,115306.0,11860.009952147706,3873.0,58,29,1,travel,1,15,0,1,32.764060065870154,1
73.0,119108.0,33670.90698297867,1700.0,79,19,4,electronics,1,18,0,1,14.985923337208924,0
64.0,131984.0,30579.669414087446,2791.0,55,91,3,,1,1,0,1,31.86244737627964,1
46.0,27204.0,3291.484976621196,100.0,26,29,0,online,1,14,0,0,45.547162268352324,0
52.0,117769.0,32986.45089805898,3016.0,25,228,3,travel,1,3,0,1,62.35061824834318,1
26.0,112265.0,22666.245451662697,4312.0,77,163,0,travel,1,1,1,1,,0
52.0,56131.0,13513.75905469273,1098.0,33,116,0,retail,1,22,0,1,83.86182535092873,0
24.0,77428.0,29596.552727535294,4621.0,72,70,3,travel,1,9,0,1,21.21797009629407,0
31.0,58870.0,18168.482569135456,1190.0,69,123,3,travel,1,21,0,1,34.98423350167996,0
37.0,128547.0,19263.921221895675,1911.0,6,23,0,electronics,1,23,0,0,46.812468933069525,0
58.0,129918.0,62953.821705103335,4500.0,23,231,2,food,1,4,0,1,33.480826160472844,0
44.0,74067.0,26246.70107352928,196.0,30,46,4,retail,1,17,0,1,42.426569862033396,0
25.0,83585.0,33964.54494360108,1607.0,78,172,1,retail,1,3,0,0,5.912352052923598,0
72.0,132011.0,17383.90285830202,3418.0,54,176,3,retail,1,0,0,1,28.29537931460393,1
54.0,137217.0,16304.583861746165,3757.0,11,180,4,electronics,1,17,0,1,16.457677151257915,1
26.0,46607.0,5023.266113402064,2680.0,31,8,4,electronics,1,19,0,0,4.497666134663623,0
42.0,49968.0,8770.26399191339,4835.0,6,183,2,online,1,5,0,1,10.637959398684712,0
31.0,123934.0,32937.11614513759,249.0,11,66,4,electronics,1,19,1,1,46.121044954118105,0
68.0,36908.0,17506.588372652554,2590.0,77,205,3,retail,0,19,0,1,10.950505454162407,1
36.0,51423.0,14543.651543369606,4246.0,12,168,4,online,1,13,0,1,9.987467730850511,1
53.0,134151.0,28990.30505633208,148.0,66,213,3,food,1,9,1,1,40.24087052054178,0
29.0,99707.0,32382.251329074028,2516.0,53,159,3,travel,1,17,0,1,117.53758859970506,1
26.0,103257.0,14948.911493785576,4175.0,36,176,0,travel,1,8,1,0,77.7221259907883,0
36.0,86215.0,29640.920157197852,4490.0,17,100,2,online,1,11,0,1,117.74084165280676,0
,80835.0,26463.178811322494,4735.0,28,61,1,food,1,9,1,0,43.73107909015757,1
23.0,74429.0,31021.79979334143,2255.0,22,112,0,travel,1,23,0,1,26.375668007773477,0
40.0,107152.0,53005.42038399495,4310.0,7,52,1,online,1,23,0,1,65.40029627955273,0
56.0,133048.0,26656.08546595403,1759.0,15,166,3,electronics,1,20,0,1,15.147503752268795,0
39.0,63458.0,19282.511622042017,577.0,11,219,0,retail,1,18,1,1,4.06342899602508,0
46.0,71169.0,32990.11684092687,4910.0,24,36,4,food,1,5,0,1,21.126605675547527,1
23.0,32659.0,13523.30657414623,891.0,67,112,4,travel,1,13,1,1,17.779255293332056,0
39.0,85614.0,25252.92129346902,649.0,30,87,1,retail,1,7,1,1,56.27948562452939,0
40.0,133905.0,64026.49629666673,3971.0,70,183,3,online,1,22,0,1,40.077023277725296,1
52.0,102240.0,12564.751818063438,4430.0,66,85,1,travel,1,13,0,0,7.440257038910126,0
27.0,57793.0,27301.38129161975,4547.0,61,13,2,retail,1,10,0,0,119.57309941478155,0
72.0,138688.0,16670.707693914672,4909.0,78,165,4,electronics,1,23,0,1,44.98876090722847,1
61.0,71473.0,22794.304790443533,2345.0,41,47,0,food,1,15,1,1,30.59534186372642,0
53.0,121762.0,55544.94828420328,4331.0,51,90,0,online,1,19,1,1,138.3859715202496,0
60.0,114388.0,23459.649316836123,2995.0,44,232,0,travel,1,5,1,1,5.118352737789397,0
59.0,122618.0,35424.26657746298,569.0,13,199,4,electronics,1,14,1,1,77.93556173535572,0
38.0,113330.0,26035.47674903697,723.0,12,238,3,food,1,14,0,1,22.68018280672653,0
